ENSEMBL,ENTREZID,SYMBOL,type,pi_value_C1,pi_value_C5,pi_value_C7,pi_value_C1_C5_C7,description,summary_entrez,summary_genecard,summary_uniport,summary_Tocris,summary_CIViC
ENSG00000148935,2620,GAS2,Protein Coding,0.297075171,2.499584487,0.01928208,2.499584487,Growth Arrest Specific 2,Entrez Gene Summary for GAS2 Gene The protein encoded by this gene is a caspase-3 substrate that plays a role in regulating microfilament and cell shape changes during apoptosis. It can also modulate cell susceptibility to p53-dependent apoptosis by inhib,GeneCards Summary for GAS2 Gene GAS2 (Growth Arrest Specific 2) is a Protein Coding gene.Diseases associated with GAS2 include Fanconi Anemia_ Complementation Group F and Gnathodiaphyseal Dysplasia.Among its related pathways are ERK Signaling and Akt Sign,UniProtKB/Swiss-Prot for GAS2 GeneGAS2_HUMAN_O43903May play a role in apoptosis by acting as a cell death substrate for caspases. Is cleaved during apoptosis and the cleaved form induces dramatic rearrangements of the actin cytoskeleton and potent changes,NA,NA
ENSG00000258644,100529257,SYNJ2BP-COX16,Protein Coding,0.236992088,2.487129644,0.076362503,2.487129644,SYNJ2BP-COX16 Readthrough,Entrez Gene Summary for SYNJ2BP-COX16 Gene This locus represents naturally occurring read-through transcription between the neighboring SYNJ2BP (synaptojanin 2 binding protein) and COX16 (COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)) genes ,GeneCards Summary for SYNJ2BP-COX16 Gene SYNJ2BP-COX16 (SYNJ2BP-COX16 Readthrough) is a Protein Coding gene.An important paralog of this gene is SYNJ2BP. ,Additional gene information for SYNJ2BP-COX16 Gene HGNC(48350)Entrez Gene(100529257)Ensembl(ENSG00000258644)UniProtKB(A0A087WTA2)UniProtKB(A0A087WUM0)UniProtKB(A0A087WYV9)UniProtKB(A0A087WX56)UniProtKB(A0A087X1F5) Search for SYNJ2BP-COX16 at DataMedSearch,NA,NA
ENSG00000163380,56203,LMOD3,Protein Coding,2.486771064,4.01e-05,0.025163767,2.486771064,Leiomodin 3,Entrez Gene Summary for LMOD3 Gene The protein encoded by this gene is a member of the leiomodin family of proteins. This protein contains three actin-binding domains_ a tropomyosin domain, a leucine-rich repeat domain, and a Wiskott-Aldrich syndrome prot,GeneCards Summary for LMOD3 Gene LMOD3 (Leiomodin 3) is a Protein Coding gene.Diseases associated with LMOD3 include Nemaline Myopathy 10 and Severe Congenital Nemaline Myopathy.Gene Ontology (GO) annotations related to this gene include actin monomer bin,UniProtKB/Swiss-Prot for LMOD3 GeneLMOD3_HUMAN_Q0VAK6Essential for the organization of sarcomeric actin thin filaments in skeletal muscle (PubMed:25250574). Increases the rate of actin polymerization (PubMed:25250574).,NA,NA
ENSG00000091536,51168,MYO15A,Protein Coding,2.460405259,0.081396348,0.080820142,2.460405259,Myosin XVA,Entrez Gene Summary for MYO15A Gene This gene encodes an unconventional myosin. This protein differs from other myosins in that it has a long N-terminal extension preceding the conserved motor domain. Studies in mice suggest that this protein is necessary,GeneCards Summary for MYO15A Gene MYO15A (Myosin XVA) is a Protein Coding gene.Diseases associated with MYO15A include Deafness_ Autosomal Recessive 3 and Non-Syndromic Genetic Deafness.Among its related pathways are ERK Signaling and Actin Nucleation by ,UniProtKB/Swiss-Prot for MYO15A GeneMYO15_HUMAN_Q9UKN7Myosins are actin-based motor molecules with ATPase activity. Unconventional myosins serve in intracellular movements. Their highly divergent tails are presumed to bind to membranous compartments, whic,NA,NA
ENSG00000099958,91319,DERL3,Protein Coding,2.448716201,0.000221069,0.03013444,2.448716201,Derlin 3,Entrez Gene Summary for DERL3 Gene The protein encoded by this gene belongs to the derlin family_ and resides in the endoplasmic reticulum (ER). Proteins that are unfolded or misfolded in the ER must be refolded or degraded to maintain the homeostasis of ,GeneCards Summary for DERL3 Gene DERL3 (Derlin 3) is a Protein Coding gene.Diseases associated with DERL3 include Rhabdoid Tumor Predisposition Syndrome 1 and Tumor Predisposition Syndrome.Among its related pathways are Protein processing in endoplasmic r,UniProtKB/Swiss-Prot for DERL3 GeneDERL3_HUMAN_Q96Q80Functional component of endoplasmic reticulum-associated degradation (ERAD) for misfolded lumenal glycoproteins, but not that of misfolded nonglycoproteins. May act by forming a channel that allows the ,NA,NA
ENSG00000143546,6279,S100A8,Protein Coding,2.437732854,0.005896071,2.53e-05,2.437732854,S100 Calcium Binding Protein A8,Entrez Gene Summary for S100A8 Gene The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells_ and involved,GeneCards Summary for S100A8 Gene S100A8 (S100 Calcium Binding Protein A8) is a Protein Coding gene.Diseases associated with S100A8 include Duodenal Ulcer and Cystic Fibrosis.Among its related pathways are Defensins and Activated TLR4 signalling.Gene Onto,UniProtKB/Swiss-Prot for S100A8 GeneS10A8_HUMAN_P05109S100A8 is a calcium- and zinc-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. It can induce neutrophil chemotaxis and adhesion. Predominant,NA,NA
ENSG00000075218,51512,GTSE1,Protein Coding,2.432606605,0.01453802,0.076288033,2.432606605,G2 And S-Phase Expressed 1,Entrez Gene Summary for GTSE1 Gene The protein encoded by this gene is only expressed in the S and G2 phases of the cell cycle_ where it colocalizes with cytoplasmic tubulin and microtubules. In response to DNA damage, the encoded protein accumulates in t,GeneCards Summary for GTSE1 Gene GTSE1 (G2 And S-Phase Expressed 1) is a Protein Coding gene.Among its related pathways are Cell Cycle_ Mitotic and Regulation of PLK1 Activity at G2/M Transition. ,UniProtKB/Swiss-Prot for GTSE1 GeneGTSE1_HUMAN_Q9NYZ3May be involved in p53-induced cell cycle arrest in G2/M phase by interfering with microtubule rearrangements that are required to enter mitosis. Overexpression delays G2/M phase progression.,NA,NA
ENSG00000204983,5644,PRSS1,Protein Coding,1.661897029,1.460285468,0.000403173,2.42684408,Serine Protease 1,Entrez Gene Summary for PRSS1 Gene This gene encodes a trypsinogen_ which is a member of the trypsin family of serine proteases. This enzyme is secreted by the pancreas and cleaved to its active form in the small intestine. It is active on peptide linkage,GeneCards Summary for PRSS1 Gene PRSS1 (Serine Protease 1) is a Protein Coding gene.Diseases associated with PRSS1 include Pancreatitis_ Hereditary and Trypsinogen Deficiency.Among its related pathways are Metabolism and Collagen chain trimerization.Gene ,UniProtKB/Swiss-Prot for PRSS1 GeneTRY1_HUMAN_P07477Has activity against the synthetic substrates Boc-Phe-Ser-Arg-Mec, Boc-Leu-Thr-Arg-Mec, Boc-Gln-Ala-Arg-Mec and Boc-Val-Pro-Arg-Mec. The single-chain form is more active than the two-chain form against a,NA,NA
ENSG00000189337,23254,KAZN,Protein Coding,1.690096228,0.080651452,1.433622201,2.422959474,Kazrin_ Periplakin Interacting Protein,Entrez Gene Summary for KAZN Gene This gene encodes a protein that plays a role in desmosome assembly_ cell adhesion, cytoskeletal organization, and epidermal differentiation. This protein co-localizes with desmoplakin and the cytolinker protein periplaki,GeneCards Summary for KAZN Gene KAZN (Kazrin_ Periplakin Interacting Protein) is a Protein Coding gene.Among its related pathways are Keratinization and Developmental Biology.An important paralog of this gene is PPFIA1. ,UniProtKB/Swiss-Prot for KAZN GeneKAZRN_HUMAN_Q674X7Component of the cornified envelope of keratinocytes. May be involved in the interplay between adherens junctions and desmosomes. The function in the nucleus is not known.,NA,NA
ENSG00000271741,NA,NA,NA,0.045154299,2.420708303,0.002714603,2.420708303,NA,NA,NA,NA,NA,NA
ENSG00000105948,79989,TTC26,Protein Coding,1.137590878,0.109213459,2.122798072,2.414875724,Tetratricopeptide Repeat Domain 26,Additional gene information for TTC26 Gene HGNC(21882)Entrez Gene(79989)Ensembl(ENSG00000105948)OMIM(617453)UniProtKB(A0AVF1) Search for TTC26 at DataMedSearch for TTC26 at HumanCyc,GeneCards Summary for TTC26 Gene TTC26 (Tetratricopeptide Repeat Domain 26) is a Protein Coding gene.Diseases associated with TTC26 include Joubert Syndrome 1.Among its related pathways are Organelle biogenesis and maintenance and Intraflagellar transport,UniProtKB/Swiss-Prot for TTC26 GeneIFT56_HUMAN_A0AVF1Component of the intraflagellar transport (IFT) complex B required for transport of proteins in the motile cilium. Required for transport of specific ciliary cargo proteins related to motility, while it,NA,NA
ENSG00000269313,79917,MAGIX,Protein Coding,2.412268698,0.03462257,0.01311414,2.412268698,MAGI Family Member_ X-Linked,Additional gene information for MAGIX Gene HGNC(30006)Entrez Gene(79917)Ensembl(ENSG00000269313)UniProtKB(Q9H6Y5) Search for MAGIX at DataMedSearch for MAGIX at HumanCyc,GeneCards Summary for MAGIX Gene MAGIX (MAGI Family Member_ X-Linked) is a Protein Coding gene.An important paralog of this gene is MAGI2. ,Additional gene information for MAGIX Gene HGNC(30006)Entrez Gene(79917)Ensembl(ENSG00000269313)UniProtKB(Q9H6Y5) Search for MAGIX at DataMedSearch for MAGIX at HumanCyc,NA,NA
ENSG00000213889,147699,PPM1N,Protein Coding,2.403905273,0.140489001,0.03979088,2.403905273,Protein Phosphatase_ Mg2+/Mn2+ Dependent 1N (Putative),Additional gene information for PPM1N Gene HGNC(26845)Entrez Gene(147699)Ensembl(ENSG00000213889)UniProtKB(Q8N819) Search for PPM1N at DataMedSearch for PPM1N at HumanCyc,GeneCards Summary for PPM1N Gene PPM1N (Protein Phosphatase_ Mg2+/Mn2+ Dependent 1N (Putative)) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include magnesium ion binding and manganese ion binding.An important paralog of th,Additional gene information for PPM1N Gene HGNC(26845)Entrez Gene(147699)Ensembl(ENSG00000213889)UniProtKB(Q8N819) Search for PPM1N at DataMedSearch for PPM1N at HumanCyc,NA,NA
ENSG00000162882,23498,HAAO,Protein Coding,2.367745558,0.010421567,8.46e-05,2.367745558,3-Hydroxyanthranilate 3_4-Dioxygenase,Entrez Gene Summary for HAAO Gene 3-Hydroxyanthranilate 3_4-dioxygenase is a monomeric cytosolic protein belonging to the family of intramolecular dioxygenases containing nonheme ferrous iron. It is widely distributed in peripheral organs, such as liver a,GeneCards Summary for HAAO Gene HAAO (3-Hydroxyanthranilate 3_4-Dioxygenase) is a Protein Coding gene.Diseases associated with HAAO include Vertebral, Cardiac, Renal, And Limb Defects Syndrome 1.Among its related pathways are superpathway of tryptophan ut,UniProtKB/Swiss-Prot for HAAO Gene3HAO_HUMAN_P46952Catalyzes the oxidative ring opening of 3-hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate.,NA,NA
ENSG00000264324,NA,NA,NA,0.125667549,1.731791934,1.366075163,2.365757949,NA,NA,NA,NA,NA,NA
ENSG00000235169,388588,SMIM1,Protein Coding,0.287798013,0.377744674,2.358622377,2.358622377,Small Integral Membrane Protein 1 (Vel Blood Group),Entrez Gene Summary for SMIM1 Gene This gene encodes a small_ conserved protein that participates in red blood cell formation. The encoded protein is localized to the cell membrane and is the antigen for the Vel blood group. Alternative splicing results i,GeneCards Summary for SMIM1 Gene SMIM1 (Small Integral Membrane Protein 1 (Vel Blood Group)) is a Protein Coding gene.Diseases associated with SMIM1 include Blood Group_ Vel System and Blood Group Incompatibility. ,UniProtKB/Swiss-Prot for SMIM1 GeneSMIM1_HUMAN_B2RUZ4Regulator of red blood cell formation.,NA,NA
ENSG00000275895,7307,U2AF1,Protein Coding,2.350756791,6.01e-05,0.002365854,2.350756791,U2 Small Nuclear RNA Auxiliary Factor 1,Entrez Gene Summary for U2AF1 Gene This gene belongs to the splicing factor SR family of genes. U2 auxiliary factor_ comprising a large and a small subunit, is a non-snRNP protein required for the binding of U2 snRNP to the pre-mRNA branch site. This gene,GeneCards Summary for U2AF1 Gene U2AF1 (U2 Small Nuclear RNA Auxiliary Factor 1) is a Protein Coding gene.Diseases associated with U2AF1 include Myelodysplastic Syndrome and Myeloid Leukemia.Among its related pathways are mRNA Splicing - Major Pathway and,UniProtKB/Swiss-Prot for U2AF1 GeneU2AF1_HUMAN_Q01081Plays a critical role in both constitutive and enhancer-dependent splicing by mediating protein-protein interactions and protein-RNA interactions required for accurate 3-splice site selection. Recruits ,NA,CIViC summary for U2AF1 Gene U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies_ particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. 
ENSG00000111057,3875,KRT18,Protein Coding,2.345758937,0.000271007,0.005276539,2.345758937,Keratin 18,Entrez Gene Summary for KRT18 Gene KRT18 encodes the type I intermediate filament chain keratin 18. Keratin 18_ together with its filament partner keratin 8, are perhaps the most commonly found members of the intermediate filament gene family. They are ex,GeneCards Summary for KRT18 Gene KRT18 (Keratin 18) is a Protein Coding gene.Diseases associated with KRT18 include Cryptogenic Cirrhosis and Epithelioid Trophoblastic Tumor.Among its related pathways are ERK Signaling and Cytoskeletal Signaling.Gene Onto,UniProtKB/Swiss-Prot for KRT18 GeneK1C18_HUMAN_P05783Involved in the uptake of thrombin-antithrombin complexes by hepatic cells (By similarity). When phosphorylated, plays a role in filament reorganization. Involved in the delivery of mutated CFTR to the ,NA,CIViC summary for KRT18 Gene
ENSG00000140488,60677,CELF6,NA,2.343788371,0.010739301,0.088881091,2.343788371,NA,NA,NA,NA,NA,NA
ENSG00000159388,7832,BTG2,Protein Coding,2.337229347,0.054693509,0.174974443,2.337229347,BTG Anti-Proliferation Factor 2,Entrez Gene Summary for BTG2 Gene The protein encoded by this gene is a member of the BTG/Tob family. This family has structurally related proteins that appear to have antiproliferative properties. This encoded protein is involved in the regulation of the,GeneCards Summary for BTG2 Gene BTG2 (BTG Anti-Proliferation Factor 2) is a Protein Coding gene.Among its related pathways are Gene Expression and Direct p53 effectors.Gene Ontology (GO) annotations related to this gene include transcriptional activator a,UniProtKB/Swiss-Prot for BTG2 GeneBTG2_HUMAN_P78543Anti-proliferative protein; the function is mediated by association with deadenylase subunits of the CCR4-NOT complex. Activates mRNA deadenylation in a CNOT6 and CNOT7-dependent manner. In vitro can inhi,NA,NA
ENSG00000186049,319101,KRT73,Protein Coding,3.442260777,0.663921628,0.170998901,2.28539138,Keratin 73,Entrez Gene Summary for KRT73 Gene Keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into epithelial keratins and hair keratins. This gene encodes a protein that is expressed in the,GeneCards Summary for KRT73 Gene KRT73 (Keratin 73) is a Protein Coding gene.Among its related pathways are Keratinization and Developmental Biology.Gene Ontology (GO) annotations related to this gene include structural molecule activity.An important para,UniProtKB/Swiss-Prot for KRT73 GeneK2C73_HUMAN_Q86Y46Has a role in hair formation. Specific component of keratin intermediate filaments in the inner root sheath (IRS) of the hair follicle (Probable).,NA,NA
ENSG00000228253,4509,ATP8,Protein Coding,0.015632228,1.93668726,1.176114875,2.277766694,Mitochondrially Encoded ATP Synthase Membrane Subunit 8,Additional gene information for MT-ATP8 Gene HGNC(7415)Entrez Gene(4509)Ensembl(ENSG00000228253)OMIM(516070)UniProtKB(P03928) Monarch InitiativeSearch for MT-ATP8 at DataMedSearch for MT-ATP8 at HumanCyc,GeneCards Summary for MT-ATP8 Gene MT-ATP8 (Mitochondrially Encoded ATP Synthase Membrane Subunit 8) is a Protein Coding gene.Diseases associated with MT-ATP8 include Isolated Atp Synthase Deficiency and Periodic Paralysis With Later-Onset Distal Motor Ne,UniProtKB/Swiss-Prot for MT-ATP8 GeneATP8_HUMAN_P03928Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexe,NA,NA
ENSG00000125740,2354,FOSB,Protein Coding,0.243467566,1.217724604,1.860421795,2.265481393,FosB Proto-Oncogene_ AP-1 Transcription Factor Subunit,Entrez Gene Summary for FOSB Gene The Fos gene family consists of 4 members: FOS_ FOSB, FOSL1, and FOSL2. These genes encode leucine zipper proteins that can dimerize with proteins of the JUN family, thereby forming the transcription factor complex AP-1. ,GeneCards Summary for FOSB Gene FOSB (FosB Proto-Oncogene_ AP-1 Transcription Factor Subunit) is a Protein Coding gene.Diseases associated with FOSB include Short-Rib Thoracic Dysplasia 2 With Or Without Polydactyly and Short-Rib Thoracic Dysplasia 1 With,UniProtKB/Swiss-Prot for FOSB GeneFOSB_HUMAN_P53539FosB interacts with Jun proteins enhancing their DNA binding activity.,NA,NA
ENSG00000170525,5209,PFKFB3,Protein Coding,2.261942018,0.042897364,0.000306249,2.261942018,6-Phosphofructo-2-Kinase/Fructose-2_6-Biphosphatase 3,Entrez Gene Summary for PFKFB3 Gene The protein encoded by this gene belongs to a family of bifunctional proteins that are involved in both the synthesis and degradation of fructose-2_6-bisphosphate, a regulatory molecule that controls glycolysis in eukar,GeneCards Summary for PFKFB3 Gene PFKFB3 (6-Phosphofructo-2-Kinase/Fructose-2_6-Biphosphatase 3) is a Protein Coding gene.Diseases associated with PFKFB3 include Colon Adenocarcinoma.Among its related pathways are Akt Signaling and AMP-activated Protein K,UniProtKB/Swiss-Prot for PFKFB3 GeneF263_HUMAN_Q16875Synthesis and degradation of fructose 2,6-bisphosphate.,NA,NA
ENSG00000272414,100631383,FAM47E-STBD1,Protein Coding,1.428176109,1.572608834,0.122928617,2.245962367,FAM47E-STBD1 Readthrough,Entrez Gene Summary for FAM47E-STBD1 Gene This locus represents naturally occurring read-through transcription between the neighboring FAM47E (family with sequence similarity 47_ member E) and STBD1 (starch binding domain 1) genes on chromosome 4. The rea,GeneCards Summary for FAM47E-STBD1 Gene FAM47E-STBD1 (FAM47E-STBD1 Readthrough) is a Protein Coding gene.An important paralog of this gene is FAM47E. ,Additional gene information for FAM47E-STBD1 Gene HGNC(44667)Entrez Gene(100631383)Ensembl(ENSG00000272414)UniProtKB(F6W5V1)UniProtKB(D6RA91) Monarch InitiativeSearch for FAM47E-STBD1 at DataMedSearch for FAM47E-STBD1 at HumanCyc,NA,NA
ENSG00000173421,339834,CCDC36,Protein Coding,0.23081071,2.242838167,0.080234837,2.242838167,Coiled-Coil Domain Containing 36,Additional gene information for CCDC36 Gene HGNC(27945)Entrez Gene(339834)Ensembl(ENSG00000173421)UniProtKB(Q8IYA8) Search for CCDC36 at DataMedSearch for CCDC36 at HumanCyc,GeneCards Summary for CCDC36 Gene CCDC36 (Coiled-Coil Domain Containing 36) is a Protein Coding gene. ,UniProtKB/Swiss-Prot for CCDC36 GeneIHO1_HUMAN_Q8IYA8Required for DNA double-strand breaks (DSBs) formation in unsynapsed regions during meiotic recombination. Probably acts by forming a complex with MEI4 and REC114, which activates DSBs formation in unsy,NA,NA
ENSG00000260170,NA,NA,NA,2.564911853,0.86858473,0.172049762,2.22784327,NA,NA,NA,NA,NA,NA
ENSG00000142494,55244,SLC47A1,Protein Coding,2.61717408,0.032539951,0.849437219,2.223125071,Solute Carrier Family 47 Member 1,Entrez Gene Summary for SLC47A1 Gene This gene is located within the Smith-Magenis syndrome region on chromosome 17. It encodes a protein of unknown function. [provided by RefSeq_ Jul 2008],GeneCards Summary for SLC47A1 Gene SLC47A1 (Solute Carrier Family 47 Member 1) is a Protein Coding gene.Among its related pathways are Transport of glucose and other sugars_ bile salts and organic acids, metal ions and amine compounds and Gefitinib Pathwa,UniProtKB/Swiss-Prot for SLC47A1 GeneS47A1_HUMAN_Q96FL8Solute transporter for tetraethylammonium (TEA), 1-methyl-4-phenylpyridinium (MPP), cimetidine, N-methylnicotinamide (NMN), metformin, creatinine, guanidine, procainamide, topotecan, estrone sulfate, ,NA,NA
ENSG00000122477,127495,LRRC39,Protein Coding,0.026931402,2.216326576,0.270686608,2.216326576,Leucine Rich Repeat Containing 39,Additional gene information for LRRC39 Gene HGNC(28228)Entrez Gene(127495)Ensembl(ENSG00000122477)UniProtKB(Q96DD0) Search for LRRC39 at DataMedSearch for LRRC39 at HumanCyc,GeneCards Summary for LRRC39 Gene LRRC39 (Leucine Rich Repeat Containing 39) is a Protein Coding gene.An important paralog of this gene is LRRC2. ,UniProtKB/Swiss-Prot for LRRC39 GeneLRC39_HUMAN_Q96DD0Component of the sarcomeric M-band which plays a role in myocyte response to biomechanical stress. May regulate expression of other M-band proteins via an SRF-dependent pathway. Important for normal co,NA,NA
ENSG00000118557,83449,PMFBP1,Protein Coding,0.341482177,2.214950255,0.071333876,2.214950255,Polyamine Modulated Factor 1 Binding Protein 1,Additional gene information for PMFBP1 Gene HGNC(17728)Entrez Gene(83449)Ensembl(ENSG00000118557)UniProtKB(Q8TBY8) Monarch InitiativeSearch for PMFBP1 at DataMedSearch for PMFBP1 at HumanCyc,GeneCards Summary for PMFBP1 Gene PMFBP1 (Polyamine Modulated Factor 1 Binding Protein 1) is a Protein Coding gene. ,UniProtKB/Swiss-Prot for PMFBP1 GenePMFBP_HUMAN_Q8TBY8May play a role in sperm morphology especially the sperm tail and consequently affect fertility. May also be involved in the general organization of cellular cytoskeleton.,NA,NA
ENSG00000255152,100532732,MSH5-SAPCD1,RNA Gene,0.339534747,0.046558844,2.202722573,2.202722573,MSH5-SAPCD1 Readthrough (NMD Candidate),Entrez Gene Summary for MSH5-SAPCD1 Gene This locus represents naturally occurring read-through transcription between the neighboring mutS homolog 5 (MSH5) and chromosome 6 open reading frame 26 (C6orf26) genes. The read-through transcript is a candidate ,GeneCards Summary for MSH5-SAPCD1 Gene MSH5-SAPCD1 (MSH5-SAPCD1 Readthrough (NMD Candidate)) is an RNA Gene_ and is affiliated with the ncRNA class.Diseases associated with MSH5-SAPCD1 include Premature Ovarian Failure 13.Gene Ontology (GO) annotations re,Additional gene information for MSH5-SAPCD1 Gene HGNC(41994)Entrez Gene(100532732)Ensembl(ENSG00000255152)UniProtKB(A0A0G2JJ70)UniProtKB(A0A024RCV8)UniProtKB(H0YF11)UniProtKB(H0YEB2)RNACentral(MSH5-SAPCD1) Monarch InitiativeSearch for MSH5-SAPCD1 at DataM,NA,NA
ENSG00000213648,445329,SULT1A4,Protein Coding,2.193147681,0.12116605,0.02506598,2.193147681,Sulfotransferase Family 1A Member 4,Entrez Gene Summary for SULT1A4 Gene Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones_ neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specific,GeneCards Summary for SULT1A4 Gene SULT1A4 (Sulfotransferase Family 1A Member 4) is a Protein Coding gene.Among its related pathways are Sulfation Biotransformation Reaction and Cytochrome P450 - arranged by substrate type.Gene Ontology (GO) annotations r,UniProtKB/Swiss-Prot for SULT1A4 GeneST1A4_HUMAN_P0DMN0Sulfotransferase that utilizes 3-phospho-5-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of phenolic monoamines (neurotransmitters such as dopamine, norepinephrine and,NA,NA
ENSG00000196411,2050,EPHB4,Protein Coding,2.17761968,0.049979987,0.098704591,2.17761968,EPH Receptor B4,Entrez Gene Summary for EPHB4 Gene Ephrin receptors and their ligands_ the ephrins, mediate numerous developmental processes, particularly in the nervous system. Based on their structures and sequence relationships, ephrins are divided into the ephrin-A (,GeneCards Summary for EPHB4 Gene EPHB4 (EPH Receptor B4) is a Protein Coding gene.Diseases associated with EPHB4 include Hydrops Fetalis_ Nonimmune, And/Or Atrial Septal Defect and Hydrops Fetalis.Among its related pathways are ERK Signaling and Akt Signa,UniProtKB/Swiss-Prot for EPHB4 GeneEPHB4_HUMAN_P54760Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The sign,Tocris Summary for EPHB4 GeneEph receptors are the largest family of receptor tyrosine kinases (RTKs) and are divided into two subclasses_ EphA and EphB. Originally identified as mediators of axon guidance, Eph receptors are implicated in many processes, ,CIViC summary for EPHB4 Gene
ENSG00000142627,1969,EPHA2,Protein Coding,2.172697012,0.338478295,0.006629775,2.172697012,EPH Receptor A2,Entrez Gene Summary for EPHA2 Gene This gene belongs to the ephrin receptor subfamily of the protein-tyrosine kinase family. EPH and EPH-related receptors have been implicated in mediating developmental events_ particularly in the nervous system. Receptor,GeneCards Summary for EPHA2 Gene EPHA2 (EPH Receptor A2) is a Protein Coding gene.Diseases associated with EPHA2 include Cataract 6_ Multiple Types and Early-Onset Posterior Subcapsular Cataract.Among its related pathways are ERK Signaling and Akt Signali,UniProtKB/Swiss-Prot for EPHA2 GeneEPHA2_HUMAN_P29317Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The sig,Tocris Summary for EPHA2 GeneEph receptors are the largest family of receptor tyrosine kinases (RTKs) and are divided into two subclasses_ EphA and EphB. Originally identified as mediators of axon guidance, Eph receptors are implicated in many processes, ,NA
ENSG00000180071,253650,ANKRD18A,Protein Coding,2.168547132,0.000328245,0.338483988,2.168547132,Ankyrin Repeat Domain 18A,Additional gene information for ANKRD18A Gene HGNC(23643)Entrez Gene(253650)Ensembl(ENSG00000180071)UniProtKB(Q8IVF6) Search for ANKRD18A at DataMedSearch for ANKRD18A at HumanCyc,GeneCards Summary for ANKRD18A Gene ANKRD18A (Ankyrin Repeat Domain 18A) is a Protein Coding gene.An important paralog of this gene is ANKRD18B. ,Additional gene information for ANKRD18A Gene HGNC(23643)Entrez Gene(253650)Ensembl(ENSG00000180071)UniProtKB(Q8IVF6) Search for ANKRD18A at DataMedSearch for ANKRD18A at HumanCyc,NA,NA
ENSG00000150967,23457,ABCB9,Protein Coding,2.163276802,0.067949162,0.303364995,2.163276802,ATP Binding Cassette Subfamily B Member 9,Entrez Gene Summary for ABCB9 Gene The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC gen,GeneCards Summary for ABCB9 Gene ABCB9 (ATP Binding Cassette Subfamily B Member 9) is a Protein Coding gene.Among its related pathways are CDK-mediated phosphorylation and removal of Cdc6 and Transport of glucose and other sugars_ bile salts and organic a,UniProtKB/Swiss-Prot for ABCB9 GeneABCB9_HUMAN_Q9NP78ATP-dependent low-affinity peptide transporter which translocates a broad spectrum of peptides from the cytosol to the lysosomal lumen. Displays a broad peptide length specificity from 6-mer up to at le,NA,NA
ENSG00000284952,NA,NA,NA,1.750310189,0.003073603,1.231338225,2.155223842,NA,NA,NA,NA,NA,NA
ENSG00000133460,66035,SLC2A11,Protein Coding,2.152007337,0.042543335,0.023072719,2.152007337,Solute Carrier Family 2 Member 11,Entrez Gene Summary for SLC2A11 Gene This gene belongs to a family of proteins that mediate the transport of sugars across the cell membrane. The encoded protein transports glucose and fructose. Alternative splicing results in multiple transcript variants,GeneCards Summary for SLC2A11 Gene SLC2A11 (Solute Carrier Family 2 Member 11) is a Protein Coding gene.Among its related pathways are PAK Pathway and Transport of glucose and other sugars_ bile salts and organic acids, metal ions and amine compounds.Gene,UniProtKB/Swiss-Prot for SLC2A11 GeneGTR11_HUMAN_Q9BYW1Facilitative glucose transporter.,NA,NA
ENSG00000241404,80864,EGFL8,Protein Coding,2.142555504,0.049422523,0.058692398,2.142555504,EGF Like Domain Multiple 8,Additional gene information for EGFL8 Gene HGNC(13944)Entrez Gene(80864)Ensembl(ENSG00000241404)OMIM(609897)UniProtKB(Q99944) Monarch InitiativeSearch for EGFL8 at DataMedSearch for EGFL8 at HumanCyc,GeneCards Summary for EGFL8 Gene EGFL8 (EGF Like Domain Multiple 8) is a Protein Coding gene.Diseases associated with EGFL8 include Ischemic Bone Disease.Gene Ontology (GO) annotations related to this gene include calcium ion binding.An important paralog ,Additional gene information for EGFL8 Gene HGNC(13944)Entrez Gene(80864)Ensembl(ENSG00000241404)OMIM(609897)UniProtKB(Q99944) Monarch InitiativeSearch for EGFL8 at DataMedSearch for EGFL8 at HumanCyc,NA,NA
