chr,pos,cms_score,genes
chr4,114909339,8.18218,ARSJ
chr21,41375324,8.18218,DSCAM & PCP4
chr2,148213283,8.17688,NONAME
chr18,5810156,8.17688,MIR3976 & MIR3976HG & TMEM200C
chr13,81623556,8.17688,LINC00377
chr4,163461192,8.17485,NONAME
chr19,45523459,8.17485,APOC1P1 & APOC2 & APOC4 & APOC4-APOC2 & CLASRP & CLPTM1 & GEMIN7 & GEMIN7-AS1 & PPP1R37 & RELB & ZNF296
chr7,103872832,8.1742,LHFPL3 & ORC5
chr3,4041753,8.1742,NONAME
chr1,1220425,8.17316,ACAP3 & AURKAIP1 & B3GALT6 & C1QTNF12 & CPTP & DVL1 & INTS11 & MIR6726 & MIR6727 & MIR6808 & MXRA8 & PUSL1 & SCNN1D & SDF4 & SNORD167 & TAS1R3 & TNFRSF18 & TNFRSF4 & TTLL10 & UBE2J2
chr7,107438452,8.17291,CBLL1 & DLD & LOC101927974 & SLC26A3 & SLC26A4
chr5,147372455,8.1714,C5orf46 & SPINK5
chr1,197877103,8.16916,C1orf53 & LHX9
chr7,135589935,8.16904,LUZP6 & MTPN
chr8,139680945,8.16807,COL22A1
chr11,1234671,8.16718,MIR6744 & MUC5AC & MUC5B & MUC5B-AS1 & TOLLIP & TOLLIP-AS1
chr2,69402025,8.16687,ANTXR1 & MIR3126
chr22,29177328,8.16663,CCDC117 & CHEK2 & HSCB & XBP1
chr15,84242585,8.16582,ADAMTSL3 & SH3GL3
chr1,45783656,8.16317,HPDL & LINC01144 & MUTYH & TESK2 & TOE1
chr10,7354684,8.16202,SFMBT2
chr10,101074387,8.16202,CNNM1 & GOT1 & HPSE2
chr16,84599070,8.16173,ATP2C2-AS1 & COTL1 & KLHL36 & MEAK7
chr18,9455167,8.16109,PPP4R1 & RALBP1 & TWSG1
chr6,96242912,8.15924,NONAME
chr3,157046804,8.15332,VEPH1
chr5,91742325,8.15305,NONAME
chr11,37315987,8.15295,NONAME
chr12,68474154,8.15193,IFNG & IFNG-AS1
chr5,4308946,8.15146,NONAME
chr19,41635380,8.1452,AXL & CYP2A13 & CYP2F1 & CYP2S1
chr22,39720266,8.14452,PDGFB & RPL3 & SNORD139 & SNORD43 & SNORD83A & SNORD83B & SYNGR1 & TAB1
chr6,154381736,8.14396,IPCEF1 & OPRM1
chr16,10627898,8.14396,ATF7IP2 & EMP2 & LINC01290 & TEKT5
chr11,94874706,8.14396,ENDOD1 & LOC100129203 & LOC101929295 & SESN3 & SRSF8
chr10,13776283,8.14396,FRMD4A
chr7,26448906,8.14382,LOC105375304 & LOC441204 & SNX10
chr5,11518226,8.14382,CTNND2
chr20,59146961,8.14382,LOC101928048 & MIR4533 & MIR548AG2
chr8,76887232,8.14359,NONAME
chr12,95960977,8.14042,METAP2 & NTN4 & PGAM1P5 & USP44
chr8,101865756,8.13917,YWHAZ
chr7,25300839,8.13917,C7orf31 & NPVF
chr11,99786162,8.13917,CNTN5
chr5,146057393,8.13905,PPP2R2B
chr11,69246090,8.1389,LINC01488 & LOC102724265
chr1,197661576,8.1389,DENND1B
chr4,117256093,8.1383,MIR1973
chr2,108805436,8.1383,LINC01594 & SULT1C2 & SULT1C3
chr5,117818828,8.13611,LINC02208
chr10,64438271,8.13462,ZNF365
chr10,97465251,8.13445,ALDH18A1 & ENTPD1 & ENTPD1-AS1 & TCTN3
chr9,135588358,8.1293,AK8 & DDX31 & GTF3C4
chr7,32028163,8.1293,PDE1C
chr16,2900436,8.12585,ELOB & FLYWCH1 & FLYWCH2 & PRSS21 & PRSS22 & PRSS30P & PRSS33 & PRSS41 & SNORA3C & SRRM2 & SRRM2-AS1 & ZG16B
chr7,70798369,8.12226,GALNT17 & MIR3914-1 & MIR3914-2
chr18,5786485,8.12226,MIR3976 & MIR3976HG
chr2,126295207,8.11762,NONAME
chr13,39545318,8.11672,FREM2 & NHLRC3 & PROSER1 & STOML3
chr7,45516982,8.116,ADCY1
chr3,17975528,8.11468,LOC339862
chr11,64581658,8.1146,ATG2A & CDC42BPG & EHD1 & MAP4K2 & MEN1 & MIR192 & MIR194-2 & MIR194-2HG & MIR6749 & MIR6750 & NRXN2 & PYGM & RASGRP2 & SF1
chr21,35254287,8.11322,ATP5PO & ITSN1 & LINC00649 & LOC101928126
chr9,135608988,8.11278,AK8 & DDX31 & GTF3C4
chr4,79648020,8.10773,BMP2K & LINC01094
chr14,89570372,8.10773,FOXN3
chr2,207221695,8.10177,ADAM23 & GPR1-AS & ZDBF2
chr4,174095769,8.10029,GALNT7 & LOC101930370
chr9,26841796,8.09811,CAAP1 & PLAA
chr1,229291390,8.09472,MIR4454
chr1,15745082,8.09454,CASP9 & CELA2A & CELA2B & CTRC & EFHD2 & FHAD1 & LOC101927417
chr1,101540999,8.08746,DPH5 & LOC102606465 & SLC30A7
chr1,53511341,8.08418,PODN & SCP2 & SLC1A7
chr5,164436919,8.08257,NONAME
chr15,51578440,8.08257,CYP19A1 & GLDN & MIR4713 & MIR4713HG & MIR7973-1 & MIR7973-2
chr9,25291711,8.0824,NONAME
chr1,105011990,8.07999,NONAME
chr1,104996668,8.07999,NONAME
chr18,75418711,8.07911,NONAME
chr5,57376600,8.07209,LINC02101
chr4,92550604,8.07209,CCSER1
chr4,96501725,8.06605,UNC5C
chr4,1017235,8.06501,DGKQ & FGFRL1 & GAK & IDUA & LOC105374344 & RNF212 & SLC26A1 & TMED11P & TMEM175
chr20,55990656,8.06501,CTCFL & LOC100291105 & MIR4325 & MTRNR2L3 & RAE1 & RBM38 & SPO11
chr17,50240542,8.06501,CA10
chr8,111179485,8.06388,NONAME
chr6,37029856,8.06388,FGD2 & MTCH1 & PI16
chr15,59498871,8.06388,CCNB2 & LDHAL6B & MIR2116 & MYO1E
chr11,57867042,8.06388,OR6Q1 & OR9I1 & OR9Q1 & OR9Q2
chr1,2737702,8.06388,TTC34
chr6,167777710,8.06199,LOC105378127 & TCP10 & TTLL2 & UNC93A
chr2,174025999,8.06106,MAP3K20 & MAP3K20-AS1
chr1,79188352,8.05937,IFI44 & IFI44L
chr5,159995502,8.05603,ATP10B & MIR146A & MIR3142 & MIR3142HG
chr1,80183641,8.05603,NONAME
chr15,30303846,8.05287,GOLGA8J & TJP1 & ULK4P3
chr9,97406205,8.05119,C9orf3 & FBP1 & FBP2 & PCAT7
chr19,4981309,8.04928,ARRDC5 & KDM4B & MIR4747 & UHRF1
chr13,87984539,8.04866,NONAME
chr6,36950412,8.04853,C6orf89 & FGD2 & MTCH1 & PI16
chr6,133073425,8.04853,RPS12 & SLC18B1 & SNORA33 & SNORD100 & SNORD101 & VNN1 & VNN2 & VNN3
chr19,370802,8.04853,C2CD4C & MIER2 & ODF3L2 & PLPP2 & SHC2 & THEG
chr1,105489616,8.04853,NONAME
chr2,48755477,8.04689,GTF2A1L & PPP1R21 & STON1 & STON1-GTF2A1L
chr8,73497890,8.04452,KCNB2
chr1,104072520,8.0431,ACTG1P4 & AMY2A & AMY2B & LOC101928436 & RNPC3
chr7,38075944,8.03575,EPDR1
chr2,32987779,8.03332,LINC00486 & TTC27
chr12,70815069,8.03313,CNOT2 & KCNMB4 & PTPRB
chr14,52254247,8.03276,FRMD6 & GNG2
chr11,57674447,8.03097,CTNND1 & TMX2-CTNND1
chr9,121227711,8.02715,NONAME
chr5,106128647,8.02323,LINC01950
chr19,1140914,8.02275,ABCA7 & ARHGAP45 & CBARP & GPX4 & POLR2E & SBNO2 & STK11
chr20,11570625,8.01482,NONAME
chr15,74666027,8.01482,CCDC33 & CYP11A1 & LINC02255 & MIR6881 & PPIAP46 & SEMA7A & UBL7 & UBL7-AS1
chr7,149781689,8.01428,ACTR3C & LOC100134040
chr17,70738338,8.01428,SLC39A11
chr9,116730054,8.01148,AMBP & ZNF618
chr11,113383477,8.01148,DRD2 & MIR4301
chr3,22606667,8.01083,NONAME
chr6,113001526,8.00949,NONAME
chr18,60038237,8.00949,RELCH & TNFRSF11A
chr7,130004177,8.00836,CEP41 & CPA1 & CPA2 & CPA4 & CPA5 & LOC105375504
chr5,124324096,8.00836,LOC101927421
chr15,23445448,8.00611,GOLGA6L22 & GOLGA8EP & HERC2P2 & HERC2P7
chr2,181793136,8.00586,SCHLAP1 & UBE2E3
chr3,27760524,8.00556,EOMES & LINC01980
chr10,98248935,8.00535,TLL2 & TM9SF3
chr17,4001978,8.00449,ANKFY1 & CYB5D2 & ZZEF1
chr9,21152110,7.99873,IFNA10 & IFNA14 & IFNA16 & IFNA17 & IFNA21 & IFNA4 & IFNA7 & IFNB1 & IFNW1
chr16,82889886,7.99873,CDH13 & LOC101928417 & LOC101928446
chr7,66082888,7.99851,GS1-124K5.11 & KCTD7 & LOC100996437 & RABGEF1
chr11,102477998,7.99851,MMP20 & MMP27 & MMP7
chr2,182190965,7.9951,LINC01934 & MIR4437
chr11,41238685,7.99273,LRRC4C
chr4,167955488,7.99158,SPOCK3
chr16,65976999,7.99158,NONAME
chr14,96247758,7.99158,LOC107984703 & TCL1A & TCL1B & TUNAR
chr11,96802587,7.99158,NONAME
chr10,62656076,7.99158,RHOBTB1
chr4,175423001,7.98987,HPGD & MIR4276
chr16,61124308,7.98914,MIR4426
chr5,152048633,7.9887,LINC01470
chr17,10158810,7.98582,GAS7 & MYH13
chr10,6074082,7.98453,FBH1 & IL15RA & IL2RA & RBM17
chr11,11119363,7.98391,NONAME
chr9,71362941,7.98318,FAM122A & PIP5K1B
chr21,31138315,7.98318,GRIK1 & GRIK1-AS1
chr8,74312857,7.98311,RDH10 & RDH10-AS1 & STAU2 & STAU2-AS1
chr9,23112373,7.98292,NONAME
chr5,58528655,7.98273,PDE4D
chr11,111020342,7.97792,LINC02550
chr2,169672879,7.97702,CERS6 & CERS6-AS1 & G6PC2 & NOSTRIN & SPC25
chr14,34659230,7.97702,NONAME
chr5,84414134,7.97388,NONAME
chr2,36161940,7.97388,NONAME
chr6,155354681,7.97295,TIAM2
chr15,86346055,7.97295,AKAP13 & KLHL25 & LOC101929679 & MIR1276 & MIR548AP
chr15,45321478,7.9699,DUOX2 & DUOXA1 & DUOXA2 & SORD & TERB2
chr6,70008056,7.96846,ADGRB3
chr4,167688454,7.9673,SPOCK3
chr12,92065034,7.9673,NONAME
chr5,5927824,7.96431,NONAME
chr3,83559186,7.95988,NONAME
chr10,6277556,7.95988,LOC399715 & MIR3155A & MIR3155B & PFKFB3
chr1,3587546,7.95988,CCDC27 & MEGF6 & TP73 & TP73-AS1 & TPRG1L & WRAP73
chr3,140826180,7.9587,SPSB4
chr13,65930367,7.9533,NONAME
chr13,54539078,7.95032,LINC00558
chr4,5682740,7.94926,EVC & EVC2
chr16,4398508,7.94854,CORO7 & CORO7-PAM16 & DNAJA3 & GLIS2 & GLIS2-AS1 & LINC01569 & PAM16 & TFAP4 & VASN
chr17,26600644,7.94635,IFT20 & KRT18P55 & MIR4723 & NLK & POLDIP2 & PPY2P & PYY2 & SARM1 & SEBOX & TMEM199 & TMEM97 & TNFAIP1 & VTN
chr12,125890965,7.94635,TMEM132B
chr4,172503544,7.93947,LINC02174
chr2,55960478,7.93864,PNPT1
chr6,64590185,7.93639,EYS & SCAT8
chr17,26579133,7.93383,IFT20 & KRT18P55 & NLK & POLDIP2 & PPY2P & PYY2 & TMEM97 & TNFAIP1
chr10,108208045,7.9331,NONAME
chr5,89652105,7.93088,CETN3 & LINC01339 & LOC731157
chr7,10242793,7.93035,NONAME
chr4,57372954,7.92989,ARL9 & PAICS & PPAT & SRP72 & THEGL
chr12,1936988,7.92989,ADIPOR2 & CACNA2D4 & LRTM2
chr6,76828119,7.92988,IMPG1
chr10,112555477,7.92988,PDCD4 & PDCD4-AS1 & RBM20
chr15,78992025,7.92934,ADAMTS7 & CHRNA3 & CHRNB4 & LOC646938
chr18,64898913,7.92585,NONAME
chr4,3490229,7.92539,DOK7 & HGFAC & LINC00955 & LRPAP1 & RGS12
chr3,139737320,7.92522,CLSTN2
chr20,46840426,7.925,NONAME
chr7,111829933,7.92487,DOCK4 & ZNF277
chr12,120590833,7.92487,BICDL1 & GCN1 & MIR4498 & PXN & PXN-AS1 & RAB35 & RPLP0
chr3,195011869,7.9237,ACAP2 & XXYLT1
chr9,141011771,7.9228,CACNA1B & LOC101928786 & LOC101928932 & TUBBP5
chr8,54056383,7.9228,OPRK1
chr7,136952669,7.92275,PTN
chr11,35875537,7.92275,LDLRAD3 & TRIM44
chr14,27561519,7.91867,NONAME
chr17,76367376,7.91737,DNAH17 & LINC01993 & LOC101928674 & PGS1 & SOCS3
chr11,103365022,7.91423,DYNC2H1
chr4,32359243,7.91026,LINC02353
chr9,113080213,7.90605,SVEP1 & TXN & TXNDC8
chr3,190671328,7.90579,GMNC & SNAR-I
chr4,165610632,7.90377,SMIM31
chr2,47902093,7.90377,NONAME
chr11,105092390,7.90161,CARD18
chr12,27033470,7.89655,FGFR1OP2 & INTS13 & ITPR2 & TM7SF3
chr10,91978576,7.89655,NONAME
chr1,8709759,7.89583,RERE
chr2,58795436,7.89518,LINC01122
chr21,46753704,7.89182,COL18A1 & COL18A1-AS1 & COL18A1-AS2 & LINC00316 & LINC00334 & LOC642852 & POFUT2
chr7,31677525,7.89135,ITPRID1 & PPP1R17
chr4,134724873,7.89135,NONAME
chr10,95887596,7.89135,PLCE1 & PLCE1-AS2
chr5,106326718,7.88626,LINC01950
chr2,141416826,7.88626,LRP1B & MIR7157
chr2,125212656,7.88626,CNTNAP5
chr12,73864040,7.88504,NONAME
chr2,42818710,7.88499,KCNG3 & MTA3
chr17,45406345,7.88499,EFCAB13 & ITGB3 & THCAT158
chr6,118480949,7.88446,LOC105377967 & SLC35F1
chr5,157616208,7.88284,NONAME
chr15,43831097,7.88259,CATSPER2 & CKMT1B & MAP1A & PPIP5K1 & PPIP5K1P1-CATSPER2 & STRC & TP53BP1
chr12,25184963,7.88259,BCAT1 & C12orf77 & CASC1 & LOC645177 & LRMP
chr1,77095600,7.88256,ST6GALNAC3
chr7,5503411,7.88181,ACTB & FBXL18 & LOC100129484 & LOC221946 & MIR589 & TNRC18
chr10,92007486,7.88181,NONAME
chr1,176813190,7.88084,ASTN1 & PAPPA2
chr18,1771063,7.8759,NONAME
chr14,36326458,7.87549,BRMS1L & RALGAPA1 & RALGAPA1P1 & SNORA101B
chr13,31048997,7.87454,HMGB1 & LINC01058 & UBE2L5
chr9,81992327,7.87392,NONAME
chr11,60227650,7.87392,MS4A1 & MS4A12 & MS4A13 & MS4A14 & MS4A5 & MS4A7
chr11,14246099,7.87392,RRAS2 & SPON1
chr20,4352277,7.87265,NONAME
chr5,180026672,7.8724,CNOT6 & FLT4 & LINC02222 & SCGB3A1
chr3,194779679,7.8724,MIR3137 & XXYLT1 & XXYLT1-AS1 & XXYLT1-AS2
chr1,54804235,7.86812,SSBP3 & SSBP3-AS1
chr6,46798735,7.86558,ADGRF5 & ANKRD66 & LOC101926962 & MEP1A & PLA2G7
chr11,17422432,7.86558,ABCC8 & KCNJ11 & NCR3LG1 & NUCB2 & USH1C
chr12,5879851,7.8651,ANO2
chr2,16061704,7.86465,MYCN & MYCNOS & MYCNUT
chr12,5149533,7.85991,KCNA5
chr5,65598090,7.85961,LINC02065
chr2,197080981,7.85961,HECW2 & HECW2-AS1 & STK17B
chr15,32104906,7.85961,OTUD7A
chr14,51734779,7.85961,LINC00519 & LINC00640 & TMX1
chr9,17770318,7.85763,SH3GL2
chr7,45676342,7.85735,ADCY1 & SEPT7P2
chr4,122276778,7.85191,QRFPR
chr2,69003816,7.85191,ARHGAP25 & BMP10
chr7,65502318,7.85021,ASL & CRCP & GUSB & VKORC1L1
chr17,38068621,7.84963,GSDMA & GSDMB & IKZF3 & LRRC3C & ORMDL3 & PSMD3 & ZPBP2
chr4,70633475,7.84716,SULT1B1 & SULT1E1
chr5,168094455,7.84647,LOC101927969 & PANK3 & SLIT3
chr7,37735900,7.84515,GPR141
chr2,234332779,7.83564,DGKD & SAG & USP40
chr16,63756912,7.83378,NONAME
chr2,7186246,7.83292,LOC101929452 & RNF144A
chr7,15883380,7.82958,NONAME
chr6,49360017,7.82795,CENPQ & MMUT
chr9,5270603,7.82427,INSL4 & INSL6 & PLGRKT & RLN1 & RLN2
chr2,61620259,7.82284,SNORA70B & USP34 & XPO1
chr5,147418887,7.82129,SPINK5
chr2,29287229,7.82129,CLIP4 & PCARE & TOGARAM2
chr12,125318253,7.82129,MIR5188 & SCARB1 & UBC
chr9,26310280,7.81699,NONAME
chr4,33158945,7.81699,NONAME
chr13,83862465,7.81699,NONAME
chr1,200025166,7.81699,NR5A2
chr6,45844697,7.81325,CLIC5
chr5,141053121,7.81073,ARAP3 & DIAPH1 & FCHSD1 & HDAC3 & RELL2
chr18,45591174,7.81073,ZBTB7C
chr14,80052037,7.80865,NRXN3
chr10,98526887,7.80816,LCOR & LOC102723665 & MIR607 & PIK3AP1
chr5,16247713,7.80643,LOC401176 & MARCH11
chr13,39736759,7.80006,NONAME
chr9,28226430,7.79894,LINGO2
chr4,181543836,7.79894,NONAME
chr7,141751710,7.79746,MGAM & MGAM2 & TAS2R38
chr5,155028382,7.79692,NONAME
chr15,42372205,7.79692,PLA2G4D & PLA2G4E & PLA2G4E-AS1 & PLA2G4F & VPS39
chr13,89258612,7.79692,LINC00433 & LINC00560
chr11,79901942,7.79362,NONAME
chr18,42732346,7.79295,SETBP1 & SLC14A2
chr11,643736,7.79295,CDHR5 & DEAF1 & DRD4 & EPS8L2 & IRF7 & LMNTD2 & LOC143666 & LOC692247 & LRRC56 & MIR210 & MIR210HG & PHRF1 & RASSF7 & SCT & TMEM80
chr11,104891727,7.79295,CARD16 & CARD17 & CASP1 & CASP1P2 & CASP4 & CASP5
chr4,113976118,7.78946,ANK2 & MIR1243 & MIR8082
chr10,63638766,7.78946,ARID5B
chr10,106752738,7.78726,SORCS3
chr2,181254425,7.78557,NONAME
chr12,12909757,7.78557,APOLD1 & CDKN1B & DDX47 & GPR19 & MIR613
chr5,103076390,7.78467,NONAME
chr12,20587192,7.78265,PDE3A
chr1,30399109,7.78265,LINC01648
chr10,95118257,7.78195,MYOF
chr8,10582523,7.77893,C8orf74 & LOC102723313 & MIR4286 & PINX1 & RP1L1 & SOX7
chr1,193149754,7.77893,B3GALT2 & CDC73 & GLRX2 & MIR1278 & RO60
chr4,140823696,7.77736,MAML3
chr2,98477103,7.77736,TMEM131
chr2,170744805,7.77736,METTL5 & SNORD3K & SSB & UBR3
chr8,65054822,7.77698,LOC102724623
chr4,79351738,7.77609,FRAS1
chr7,94032105,7.77433,COL1A2 & COL1A2-AS1
chr2,88791232,7.77012,EIF2AK3 & FOXI3 & LOC101928371 & TEX37
chr12,124842324,7.77012,MIR6880 & NCOR2 & RFLNA & ZNF664-RFLNA
chr3,189647362,7.76667,MIR944 & P3H2 & TP63
chr9,15202815,7.76392,TTC39B
chr7,6061710,7.76348,AIMP2 & ANKRD61 & CCZ1 & EIF2AK1 & PMS2 & RSPH10B & RSPH10B2 & SNORA80D & USP42
chr14,84013732,7.76348,NONAME
chr10,56466738,7.76348,LOC105378311 & MIR548F1 & PCDH15
chr1,48513029,7.76348,SKINT1L & TRABD2B
chr4,186581606,7.76248,SORBS2
chr16,26206995,7.76248,HS3ST4
chr2,38073608,7.76237,LINC00211 & RMDN2
chr5,8231962,7.75697,NONAME
chr6,111796914,7.75684,REV3L & TRAF3IP2 & TRAF3IP2-AS1
chr3,24509244,7.75016,THRB & THRB-AS1
chr7,125734670,7.75004,NONAME
chr6,162133898,7.75004,PRKN
chr2,57210959,7.74938,NONAME
chr3,24015140,7.74845,NKIRAS1 & NR1D2 & RPL15 & UBE2E1
chr15,101107962,7.74718,ASB7 & CERS3 & LINS1 & LOC102723335 & PRKXP1
chr6,71985684,7.74379,OGFRL1
chr17,48001823,7.74379,DLX3 & DLX4 & FLJ45513 & KAT7 & TAC4
chr10,124504813,7.74379,C10orf120 & CUZD1 & DMBT1P1 & FAM24B-CUZD1 & LOC112577516
chr5,154997555,7.73917,NONAME
chr3,106719320,7.73372,NONAME
chr2,35849641,7.73372,NONAME
chr17,16243570,7.73372,CENPV & MIR1288 & PIGL & SNHG29 & SNORD49A & SNORD49B & TRPV2 & UBB
chr22,42901660,7.73175,NFAM1 & POLDIP3 & RRP7A & RRP7BP & SERHL & SERHL2
chr6,3958780,7.72939,PRPF4B
chr8,57282070,7.72892,LOC101929415 & PENK & SDR16C5 & SDR16C6P
chr19,29218429,7.72892,LOC100420587
chr22,20929286,7.72514,KLHL22 & MED15
chr8,107898771,7.7198,NONAME
chr4,178160789,7.7198,NEIL3
chr15,79340044,7.71968,LOC100129540 & RASGRF1
chr13,97824171,7.71968,LINC00456 & MBNL2
chr10,108189394,7.71968,NONAME
chr1,241813525,7.71968,CHML & KMO & OPN3 & WDR64
chr1,220596030,7.71745,NONAME
chr10,82761220,7.7134,NONAME
chr5,173038618,7.71329,BOD1 & LINC01484 & LINC01942 & LOC285593
chr5,151910821,7.7131,LINC01470
chr2,73188750,7.71127,EMX1 & SFXN5 & SPR
chr2,72508787,7.71127,EXOC6B
chr7,12363172,7.70987,TMEM106B & VWDE
chr3,83329109,7.70987,NONAME
chr20,12743663,7.70987,NONAME
chr8,102018387,7.70915,FLJ42969 & YWHAZ
chr5,80619727,7.70915,ACOT12 & CKMT2 & CKMT2-AS1 & RASGRF2 & RNU5D-1 & RNU5E-1 & SSBP2 & ZCCHC9
chr6,119528356,7.70616,FAM184A & MAN1A1
chr2,102728729,7.70616,IL1R1 & IL1R2 & IL1RL2
chr20,6692529,7.70445,BMP2 & LINC01713
chr2,60867148,7.70187,BCL11A
chr11,42415110,7.70187,NONAME
chr7,150209636,7.69827,GIMAP4 & GIMAP7 & GIMAP8 & LINC00996
chr10,47607481,7.69827,ANTXRL & ANTXRLP1
chr17,33823254,7.69756,AP2B1 & LINC02001 & LOC107985033 & PEX12 & SLFN12 & SLFN12L & SLFN13 & SLFN14 & SNORD7
chr11,43659648,7.69681,HSD17B12 & MIR129-2 & MIR670 & MIR670HG
chr20,43060137,7.69625,HNF4A & HNF4A-AS1 & LINC01430 & LINC01620 & MIR3646 & R3HDML & SERINC3 & TTPAL
chr1,57724105,7.69573,DAB1
chr13,24490504,7.69499,ANKRD20A19P & C1QTNF9B & MIPEP & PCOTH & SPATA13
chr20,50736173,7.68818,ZFP64
chr19,12012451,7.68818,ZNF433-AS1 & ZNF439 & ZNF440 & ZNF491 & ZNF69 & ZNF700 & ZNF763
chr14,34447021,7.68818,EGLN3
chr8,128575522,7.68739,CASC8
chr17,36805054,7.68614,CISD3 & EPOP & LOC105371763 & MIR4726 & MIR4734 & MLLT6 & PCGF2 & SRCIN1
chr11,65564786,7.68448,AP5B1 & CCDC85B & CFL1 & CTSW & EFEMP2 & FIBP & FOSL1 & KAT5 & MIR1234 & MUS81 & OVOL1 & OVOL1-AS1 & RNASEH2C & SNX32
chr7,30060604,7.68025,FKBP14 & PLEKHA8 & SCRN1
chr9,24765416,7.67949,NONAME
chr9,128828433,7.67949,PBX3
chr21,41853285,7.67949,DSCAM & DSCAM-AS1
chr13,110340104,7.67459,IRS2 & LINC00676
chr7,2960484,7.67446,CARD11 & GNA12
chr16,63556466,7.66903,NONAME
chr14,36165604,7.66903,RALGAPA1 & RALGAPA1P1 & SNORA101B
chr5,66086821,7.66871,MAST4
chr3,119289841,7.66687,ADPRH & CD80 & COX17 & PLA1A & POGLUT1 & POPDC2 & TIMMDC1
chr4,68179291,7.66447,NONAME
chr7,80134032,7.66222,CD36 & GNAT3
chr12,120637199,7.66222,GCN1 & MIR4498 & PXN & PXN-AS1 & RAB35 & RPLP0
chr16,55923078,7.65821,CES1 & CES5A
chr13,110847190,7.65729,COL4A1 & LOC105370361
chr4,4258510,7.65677,LYAR & OTOP1 & TMEM128 & ZBTB49
chr2,15967154,7.65467,MYCNUT
chr17,26383960,7.65467,LINC01992 & NLK
chr12,123932903,7.65185,KMT5A & LOC112268105 & MIR3908 & MIR8072 & RILPL1 & RILPL2 & SBNO1 & SNRNP35
chr18,44918564,7.64945,MIR4527 & MIR4527HG
chr7,39247782,7.64932,POU6F2
chr4,80254085,7.64932,GK2 & LINC01088 & NAA11
chr3,111579313,7.64932,PHLDB2 & PLCXD2
chr2,123228402,7.64932,NONAME
chr4,137673685,7.64663,LINC02511
chr11,64105777,7.64663,BAD & CATSPERZ & CCDC88B & ESRRA & FKBP2 & GPR137 & KCNK4 & KCNK4-TEX40 & LOC105369340 & MIR1237 & MIR7155 & PLCB3 & PPP1R14B & PRDX5 & RPS6KA4 & TRMT112 & VEGFB
chr8,9207630,7.64384,LOC157273
chr2,129426740,7.64315,NONAME
chr5,131863751,7.64155,C5orf56 & IL5 & IRF1 & RAD50
chr5,3598220,7.64106,IRX1 & LINC01017 & LINC01019
chr2,19682919,7.63985,NONAME
chr16,17343618,7.63868,XYLT1
chr4,58028672,7.63614,IGFBP7 & IGFBP7-AS1
chr7,70262553,7.63551,AUTS2
chr6,68849351,7.63421,LINC02549 & LOC102723883
chr9,32162544,7.6339,NONAME
chr15,100878284,7.6339,ADAMTS17 & CERS3 & CERS3-AS1 & SPATA41
chr8,72026865,7.63084,EYA1
chr5,134582807,7.63084,C5orf66 & C5orf66-AS2 & H2AFY
chr4,33253388,7.63084,NONAME
chr12,101468966,7.63084,ANO4 & SLC5A8
chr11,129893908,7.63084,APLP2 & LINC00167 & PRDM10
chr7,81278462,7.62789,HGF & LOC100128317 & LOC105369146
chr4,74290998,7.62096,AFM & AFP & ALB & LINC02499
chr4,131034572,7.61723,NONAME
chr3,144166068,7.61723,NONAME
chr11,28971025,7.61723,NONAME
chr8,30872989,7.61589,PURG & WRN
chr20,13740632,7.61589,ESF1 & NDUFAF5 & SEL1L2
chr6,147951917,7.61544,SAMD5
chr3,15200364,7.61489,CAPN7 & COL6A4P1 & MRPS25 & RBSN & SH3BP5 & SH3BP5-AS1
chr12,30385129,7.61489,NONAME
chr9,13783003,7.61242,NONAME
chr1,35191252,7.60929,GJA4 & GJB3 & GJB4 & GJB5 & MIR552
chr12,544113,7.60911,B4GALNT3 & CCDC77 & KDM5A
chr4,63086119,7.60905,ADGRL3-AS1
chr12,27737058,7.60905,PPFIBP1 & SMCO2
chr10,68009302,7.6082,CTNNA3
chr8,90391904,7.6072,NONAME
chr13,107452470,7.6072,NONAME
chr6,160260380,7.60609,ACAT2 & MAS1 & MRPL18 & PNLDC1 & SNORA20 & SNORA29 & SOD2 & SOD2-OT1 & TCP1 & WTAP
chr6,163964484,7.60397,QKI
chr18,20855853,7.60192,CABLES1 & TMEM241
chr2,218099805,7.59966,DIRC3 & DIRC3-AS1
chr3,20041386,7.59899,EFHB & KAT2B & PP2D1 & RAB5A
chr7,37297850,7.59897,ELMO1
chr4,130250671,7.59864,NONAME
chr17,27655839,7.59053,CRYBA1 & MIR4523 & NUFIP2 & TAOK1
chr6,54857836,7.58881,FAM83B
chr22,44476774,7.58881,PARVB & PARVG & SAMM50
chr2,85390441,7.58881,LINC01964 & LOC102724579 & TCF7L1 & TCF7L1-IT1
chr14,94680587,7.58881,IFI27 & IFI27L2 & PPP4R4 & SERPINA10 & SERPINA6
chr2,211139922,7.58513,ACADL & LANCL1-AS1 & MYL1
chr16,5632390,7.58455,LINC01570 & MIR8065
chr21,27602844,7.58428,APP
chr2,202758705,7.58428,CDK15
chr12,47263007,7.58428,SLC38A4
chr1,106984853,7.58428,NONAME
chr6,16415733,7.5837,ATXN1
chr11,11494468,7.58325,GALNT18
chr19,58623964,7.58128,ZNF135 & ZNF274 & ZNF329 & ZSCAN1 & ZSCAN18
chr17,78988839,7.57913,BAIAP2 & BAIAP2-DT & CHMP6 & LOC400627 & RPTOR
chr3,184486673,7.57442,LINC02069 & MAGEF1 & VPS8
