"ensembl_gene_id","chromosome_name","start_position","end_position"
"ENSG00000171940","20",53567065,53609907
"ENSG00000171960","1",42658423,42676758
"ENSG00000172057","17",39921041,39927601
"ENSG00000172159","9",83242990,83538546
"ENSG00000172432","6",43605316,43629264
"ENSG00000172667","3",178960121,179072215
"ENSG00000172775","16",57152466,57186116
"ENSG00000173040","4",5542772,5709548
"ENSG00000173068","9",16409503,16870843
"ENSG00000173221","5",95751319,95822726
"ENSG00000173226","3",121769761,121835079
"ENSG00000173451","12",71664301,71680644
"ENSG00000173480","19",57900296,57916610
"ENSG00000173517","15",77100656,77420144
"ENSG00000173548","15",75647906,75662301
"ENSG00000173559","2",191678068,191696664
"ENSG00000173567","2",26308173,26346817
"ENSG00000173578","3",46017024,46027742
"ENSG00000173678","7",102650325,102661398
"ENSG00000173928","19",11374666,11376951
"ENSG00000174013","3",196568611,196589059
"ENSG00000174197","15",41621224,41773081
"ENSG00000174227","4",499210,540200
"ENSG00000174243","12",48829756,48852842
"ENSG00000174579","3",136148917,136197241
"ENSG00000174776","3",167478684,167653983
"ENSG00000174804","11",86945679,86955395
"ENSG00000174827","1",145670852,145708148
"ENSG00000174851","11",66284580,66289145
"ENSG00000174946","3",151197832,151203216
"ENSG00000174953","3",154272546,154324487
"ENSG00000175087","1",26111165,26125555
"ENSG00000175106","17",15502264,15563595
"ENSG00000175213","11",46701030,46705912
"ENSG00000175283","9",128945530,128947603
"ENSG00000175471","5",94703741,95284575
"ENSG00000175556","X",118974614,119018355
"ENSG00000175591","11",73218298,73236352
"ENSG00000175634","11",67428460,67435401
"ENSG00000175768","9",37582646,37592604
"ENSG00000175779","15",38628005,39180499
"ENSG00000175792","3",128064778,128153914
"ENSG00000176049","5",147585438,147782775
"ENSG00000176160","17",58420167,58488408
"ENSG00000176248","9",137174784,137188560
"ENSG00000176261","1",32600172,32650903
"ENSG00000176340","11",63974620,63976543
"ENSG00000176393","1",201982372,202006147
"ENSG00000176401","19",39530987,39532852
"ENSG00000176410","7",73680918,73683453
"ENSG00000176715","16",89088375,89164121
"ENSG00000177082","15",84639281,84654343
"ENSG00000177374","17",2054154,2063241
"ENSG00000177409","7",93130056,93148385
"ENSG00000177570","8",118189455,118622112
"ENSG00000177628","1",155234452,155244699
"ENSG00000177868","1",42807052,42817397
"ENSG00000178199","6",149446795,149485014
"ENSG00000178449","12",50112082,50120457
"ENSG00000178498","12",57604622,57609804
"ENSG00000178691","17",31937007,32001038
"ENSG00000178694","3",94062980,94131832
"ENSG00000178726","20",23045633,23049672
"ENSG00000178860","8",71841549,71844468
"ENSG00000178999","17",8204733,8210600
"ENSG00000179051","1",17406760,17439677
"ENSG00000179091","8",144095039,144097525
"ENSG00000179144","7",150514872,150521073
"ENSG00000179195","12",123971845,124015439
"ENSG00000179240","11",76381303,76414619
"ENSG00000179409","17",744421,753999
"ENSG00000179604","17",73283624,73312005
"ENSG00000180113","6",46687875,46704319
"ENSG00000180398","2",46901870,46941855
"ENSG00000181192","10",12068954,12123221
"ENSG00000181284","17",7435435,7437679
"ENSG00000181322","3",138261437,138329886
"ENSG00000181381","4",168356735,168537786
"ENSG00000181444","7",149764182,149773588
"ENSG00000181544","X",14835961,14873069
"ENSG00000181625","16",29454501,29458219
"ENSG00000181631","3",151326312,151329549
"ENSG00000182247","3",23203020,23591794
"ENSG00000182606","3",42013802,42225890
"ENSG00000182685","16",2209253,2211950
"ENSG00000182768","15",90265659,90278141
"ENSG00000182985","11",115169218,115504957
"ENSG00000183255","21",44849585,44873903
"ENSG00000183336","16",29443056,29454964
"ENSG00000183354","9",5881596,6008482
"ENSG00000183978","17",42795147,42798704
"ENSG00000184005","1",76074746,76634603
"ENSG00000184203","3",195514428,195543386
"ENSG00000184261","2",47509290,47570985
"ENSG00000184489","8",141391995,141432454
"ENSG00000184634","X",71118556,71142454
"ENSG00000184702","22",19714503,19724224
"ENSG00000184887","14",105248490,105251093
"ENSG00000184900","21",44805617,44818779
"ENSG00000184923","10",87225448,87236908
"ENSG00000185198","19",685546,695498
"ENSG00000185278","1",173868082,173903549
"ENSG00000185591","12",53380176,53416446
"ENSG00000185630","1",164555584,164899296
"ENSG00000185651","22",21549447,21624034
"ENSG00000185664","12",55954105,55973317
"ENSG00000185869","19",36888124,36916291
"ENSG00000186010","19",19515736,19529054
"ENSG00000186106","8",100509752,100559784
"ENSG00000186153","16",78099430,79212667
"ENSG00000186184","13",27620742,27744237
"ENSG00000186193","9",137062127,137070557
"ENSG00000186205","1",220786913,220819659
"ENSG00000186298","12",110719680,110742939
"ENSG00000186468","5",82273320,82278396
"ENSG00000186523","8",12182096,12194133
"ENSG00000186716","22",23179704,23318037
"ENSG00000186787","X",57118551,57121546
"ENSG00000186818","19",54643889,54670359
"ENSG00000186834","17",45148502,45152101
"ENSG00000187037","7",37683796,37833788
"ENSG00000187066","11",65084979,65089375
"ENSG00000187239","9",129887187,130043194
"ENSG00000187325","X",78129748,78139650
"ENSG00000187735","8",53966552,54022456
"ENSG00000187866","9",68780065,68785566
"ENSG00000187912","19",14583084,14611157
"ENSG00000188322","16",28259246,28323849
"ENSG00000188483","9",129175552,129178261
"ENSG00000188636","22",44492583,44498233
"ENSG00000188687","2",74216242,74343414
"ENSG00000188976","1",944203,959309
"ENSG00000188986","9",137255327,137273542
"ENSG00000189057","11",59107185,59127412
"ENSG00000189091","16",70523791,70577670
"ENSG00000189164","19",37371061,37393066
"ENSG00000196081","19",23221599,23250390
"ENSG00000196126","6",32578769,32589848
"ENSG00000196199","13",19633659,19673441
"ENSG00000196214","19",52269587,52296046
"ENSG00000196313","7",72879365,72951440
"ENSG00000196345","3",44555193,44594173
"ENSG00000196357","19",36182276,36246257
"ENSG00000196378","8",144773114,144787345
"ENSG00000196422","9",135479079,135488893
"ENSG00000196504","2",152651593,152717997
"ENSG00000196507","X",103607451,103629690
"ENSG00000196684","19",16134028,16158575
"ENSG00000196826","19",12461559,12551474
"ENSG00000196950","2",195575977,195737702
"ENSG00000197006","16",21597218,21657473
"ENSG00000197147","1",89524836,89597864
"ENSG00000197168","13",52033611,52129092
"ENSG00000197457","20",63639705,63657682
"ENSG00000197530","1",1615415,1630610
"ENSG00000197535","15",52307283,52529050
"ENSG00000197555","14",71320449,71741229
"ENSG00000197601","11",13668668,13732346
"ENSG00000197721","1",207645113,207738416
"ENSG00000197724","9",93576584,93679587
"ENSG00000197771","10",119829404,119892556
"ENSG00000197774","16",1772810,1781708
"ENSG00000197841","19",34734155,34745378
"ENSG00000197852","1",111680630,111755824
"ENSG00000197892","8",29067278,29263124
"ENSG00000197928","19",53235381,53254898
"ENSG00000198034","X",72255679,72277248
"ENSG00000198040","12",133037292,133063304
"ENSG00000198113","9",137277726,137282641
"ENSG00000198130","2",190189735,190344193
"ENSG00000198216","1",181317690,181808084
"ENSG00000198218","3",49029707,49094363
"ENSG00000198270","12",111931282,112013185
"ENSG00000198315","6",28141883,28159460
"ENSG00000198382","11",75815210,76144232
"ENSG00000198466","19",57849859,57865117
"ENSG00000198467","9",35681992,35690056
"ENSG00000198715","1",156290089,156295689
"ENSG00000198718","14",44962190,45074431
"ENSG00000198863","17",42980565,42993690
"ENSG00000198879","10",7158624,7411486
"ENSG00000198908","X",102720688,102753540
"ENSG00000198915","10",43194535,43266919
"ENSG00000198952","1",156249224,156282825
"ENSG00000198960","X",101615118,101618001
"ENSG00000203485","14",104689606,104722535
"ENSG00000203730","1",182398117,182400667
"ENSG00000204176","10",46578217,46594173
"ENSG00000204287","6",32439878,32445046
"ENSG00000204392","6",31797396,31806966
"ENSG00000204439","6",31658298,31660778
"ENSG00000204568","6",30617840,30626395
"ENSG00000204590","6",30541377,30557174
"ENSG00000204815","17",41930617,41966503
"ENSG00000205323","12",55752463,55817724
"ENSG00000205730","16",19113932,19121629
"ENSG00000205810","12",10412312,10420595
"ENSG00000206557","3",32817997,32897824
"ENSG00000213741","14",49570984,49599164
"ENSG00000214193","1",36306368,36329340
"ENSG00000214655","10",73785582,73801797
"ENSG00000214872","11",57542641,57550274
"ENSG00000221829","9",35073835,35080016
"ENSG00000223501","6",33250272,33272047
"ENSG00000226288","11",4581743,4593340
"ENSG00000229809","16",30569346,30572734
"ENSG00000229894","4",165277812,165279679
"ENSG00000230257","7",102973522,102988856
"ENSG00000233927","19",8321158,8323340
"ENSG00000235194","14",23295652,23302859
"ENSG00000237988","6",29550407,29557721
"ENSG00000239900","22",40346500,40390463
"ENSG00000240583","7",30911694,30925517
"ENSG00000240682","3",129127415,129161293
"ENSG00000241839","15",64841883,64868002
"ENSG00000241973","22",20707691,20859417
"ENSG00000242028","15",43796142,43803043
"ENSG00000242574","6",32934629,32941028
"ENSG00000243317","7",135662496,135693418
"ENSG00000243708","15",41837775,41848147
"ENSG00000244005","20",35668052,35699355
"ENSG00000244165","19",10111693,10115372
"ENSG00000244482","19",54236592,54242791
"ENSG00000244486","22",20424815,20437826
"ENSG00000244731","6",31982057,32002681
"ENSG00000247315","20",297570,300321
"ENSG00000247595","11",18588781,18610255
"ENSG00000253159","5",141430507,141512975
"ENSG00000253276","7",106654360,106661158
"ENSG00000253537","5",141382739,141512975
"ENSG00000253710","13",52012398,52033600
"ENSG00000253729","8",47773111,47960178
"ENSG00000253767","5",141390157,141512979
"ENSG00000254692","14",24189157,24213473
"ENSG00000255073","11",58579172,58624639
"ENSG00000255561","11",111874056,111881243
"ENSG00000256029","1",159834474,159873053
"ENSG00000256806","17",6651762,6693202
"ENSG00000257524","9",127867850,127906022
"ENSG00000258644","14",70326064,70417074
"ENSG00000258677","8",73688691,73878854
"ENSG00000258818","14",20684560,20701216
"ENSG00000260007","15",68184032,68229718
"ENSG00000260287","17",36323884,36334759
"ENSG00000266086","17",57989038,58007246
"ENSG00000267281","12",53506688,53625979
"ENSG00000268500","19",51612091,51646889
"ENSG00000269343","19",57819721,57846238
"ENSG00000270379","17",35854946,35868891
"ENSG00000271503","17",35871491,35880793
"ENSG00000274180","17",21238870,21253410
"ENSG00000277462","1",247034637,247078811
"ENSG00000278311","17",36544912,36589848
"ENSG00000280537","2",219075329,219170827
"ENSG00000282988","6",26195595,26199293
"ENSG00000283288","5",139470778,139474772
"ENSG00000283930","10",38094368,38360098
"ENSG00000284431","22",40346529,40410054
"ENSG00000284820","2",219209772,219222738
"ENSG00000284989","1",43650149,43931014
"ENSG00000285077","15",30624494,30649529
"ENSG00000285171","X",71103987,71111575
"ENSG00000002586","X",2691187,2741309
"ENSG00000003147","7",8113184,8262687
"ENSG00000003249","16",90004871,90020128
"ENSG00000004897","17",47117703,47189422
"ENSG00000005238","9",35104112,35116341
"ENSG00000005884","17",50055968,50090481
"ENSG00000005889","X",24149173,24216255
"ENSG00000006118","11",60924463,60937159
"ENSG00000006282","17",50543058,50555852
"ENSG00000006453","7",98291650,98401090
"ENSG00000006459","7",140084746,140176983
"ENSG00000008441","19",12995608,13098796
"ENSG00000010318","3",52410660,52423641
"ENSG00000010404","X",149476988,149521096
"ENSG00000013016","2",31234152,31269451
"ENSG00000014641","2",63588609,63607197
"ENSG00000015475","22",17734138,17774770
"ENSG00000025434","11",47248300,47269033
"ENSG00000026103","10",88990531,89017059
"ENSG00000026950","6",26402237,26415208
"ENSG00000032444","19",7534004,7561764
"ENSG00000036054","3",100260992,100325251
"ENSG00000038219","4",13568738,13627725
"ENSG00000040199","16",71637835,71724701
"ENSG00000041353","18",54717860,54895516
"ENSG00000047644","X",10015562,10144478
"ENSG00000048649","11",77659996,77821017
"ENSG00000050130","14",59484443,59505410
"ENSG00000050628","1",70852353,71047808
"ENSG00000050730","4",121131408,121227466
"ENSG00000053254","14",89124871,89619149
"ENSG00000054118","1",36224432,36305357
"ENSG00000055332","2",37099210,37157065
"ENSG00000056586","9",122844556,122905359
"ENSG00000056736","3",53846568,53865794
"ENSG00000059573","10",95605941,95656711
"ENSG00000060688","1",31259568,31296788
"ENSG00000062370","19",44326555,44367217
"ENSG00000062485","12",56271699,56300391
"ENSG00000064102","12",26905181,26938326
"ENSG00000064763","12",29149103,29340980
"ENSG00000065057","16",2039815,2047866
"ENSG00000065060","6",34792015,34883138
"ENSG00000065150","13",97953658,98024296
"ENSG00000065328","10",13161554,13211104
"ENSG00000065882","4",37891084,38139175
"ENSG00000066136","1",40691648,40771603
"ENSG00000066379","6",30058899,30064909
"ENSG00000067167","8",70573218,70608416
"ENSG00000067191","17",39173453,39197703
"ENSG00000067208","1",92508696,92792404
"ENSG00000068079","17",43006725,43014456
"ENSG00000068308","X",48922028,48958386
"ENSG00000069275","1",205712822,205750182
"ENSG00000070087","3",149964904,150050788
"ENSG00000070190","4",99816827,99870190
"ENSG00000072736","16",68084751,68229259
"ENSG00000072864","16",15643267,15726353
"ENSG00000072958","19",16197578,16245907
"ENSG00000073417","15",84980440,85139145
"ENSG00000073536","17",35128730,35142304
"ENSG00000073737","2",169064789,169096167
"ENSG00000073756","1",186671791,186680423
"ENSG00000073792","3",185643739,185825056
"ENSG00000074266","11",86244753,86278813
"ENSG00000074276","5",176542511,176595974
"ENSG00000074590","12",106063340,106140033
"ENSG00000075336","18",74148523,74160531
"ENSG00000075340","2",70607618,70768225
"ENSG00000075618","7",5592816,5606655
"ENSG00000075790","7",107579977,107629170
"ENSG00000076258","1",171314183,171342084
"ENSG00000076555","12",109116595,109268226
"ENSG00000076685","10",103088017,103193306
"ENSG00000076706","11",119308529,119321521
"ENSG00000077157","1",202348699,202592706
"ENSG00000077380","2",171687409,171748420
"ENSG00000078304","14",101761798,101927989
"ENSG00000078618","1",51789191,51878937
"ENSG00000079156","2",178194481,178402893
"ENSG00000079257","3",158645822,158672648
"ENSG00000080819","3",98579446,98593648
"ENSG00000081052","2",227002714,227164453
"ENSG00000081087","6",108041409,108165854
"ENSG00000082516","5",154887411,154938211
"ENSG00000083817","19",57571566,57578911
"ENSG00000083857","4",186587794,186726722
"ENSG00000084754","2",26190635,26244672
"ENSG00000085185","X",129981107,130058083
"ENSG00000085433","1",108970214,109042113
"ENSG00000085840","1",52372829,52404423
"ENSG00000086666","15",80059568,80138393
"ENSG00000086712","X",16786432,16844519
"ENSG00000087086","19",48965309,48966879
"ENSG00000087111","17",28553383,28571794
"ENSG00000087460","20",58839718,58911192
"ENSG00000087502","12",29337352,29381189
"ENSG00000087884","11",77821109,77918432
"ENSG00000087995","17",62423867,62450822
"ENSG00000088038","19",54137749,54155681
"ENSG00000088205","2",117814691,117832377
"ENSG00000088356","20",31944337,31952046
"ENSG00000089486","16",4510669,4538828
"ENSG00000089723","14",94026340,94048930
"ENSG00000089876","10",125836337,125896436
"ENSG00000090013","19",40447765,40465764
"ENSG00000090061","14",99481169,99535044
"ENSG00000090905","16",24610209,24827632
"ENSG00000091164","18",56597209,56651600
"ENSG00000091409","2",172427354,172506459
"ENSG00000091542","17",18183078,18209954
"ENSG00000091844","6",153004459,153131282
"ENSG00000091972","3",112332347,112362812
"ENSG00000092010","14",24136163,24138967
"ENSG00000092421","5",116443616,116574934
"ENSG00000092470","15",43826980,43868412
"ENSG00000092531","15",42491233,42545356
"ENSG00000093144","6",127288712,127343609
"ENSG00000095370","9",127738317,127778710
"ENSG00000097096","1",85156889,85201016
"ENSG00000099282","10",69451465,69507666
"ENSG00000099284","10",70052846,70112282
"ENSG00000099910","22",20441519,20495844
"ENSG00000099940","22",20859007,20891214
"ENSG00000099977","22",23971365,23979828
"ENSG00000099992","22",30291990,30327046
"ENSG00000100028","22",24555958,24582052
"ENSG00000100077","22",25564675,25729294
"ENSG00000100083","22",37608725,37633564
"ENSG00000100124","22",37830855,37849327
"ENSG00000100263","22",29259872,29268209
"ENSG00000100285","22",29480218,29491390
"ENSG00000100372","22",40769630,40819399
"ENSG00000100395","22",41205282,41231271
"ENSG00000100412","22",41469117,41528989
"ENSG00000100413","22",41525799,41544606
"ENSG00000100416","22",46330875,46357340
"ENSG00000100479","14",49643555,49688422
"ENSG00000100714","14",64388031,64463457
"ENSG00000100814","14",20311368,20333312
"ENSG00000100918","14",24171853,24180257
"ENSG00000100983","20",34928432,34956027
"ENSG00000100991","20",35002404,35092807
"ENSG00000101040","20",47209214,47356889
"ENSG00000101158","20",58981208,58995133
"ENSG00000101290","20",5126879,5197887
"ENSG00000101365","20",2658395,2664219
"ENSG00000101444","20",34280268,34311802
"ENSG00000101577","18",2916994,3013315
"ENSG00000101745","18",9136228,9285985
"ENSG00000101898","20",31547412,31548081
"ENSG00000101945","X",48695554,48709012
"ENSG00000102003","X",49187804,49200259
"ENSG00000102030","X",153929225,153935080
"ENSG00000102053","X",65366638,65507887
"ENSG00000102054","X",16839283,16870414
"ENSG00000102225","X",47217860,47229997
"ENSG00000102230","X",24558087,24672677
"ENSG00000102580","13",95677139,95794988
"ENSG00000102882","16",30114105,30123506
"ENSG00000102897","16",20899868,20925006
"ENSG00000103042","16",58665109,58684770
"ENSG00000103056","16",68358327,68448508
"ENSG00000103061","16",68284503,68310946
"ENSG00000103067","16",68229033,68238102
"ENSG00000103264","16",87326987,87392142
"ENSG00000103355","16",2783953,2787948
"ENSG00000103540","16",19523811,19553408
"ENSG00000104324","8",96645242,97149654
"ENSG00000104419","8",133237171,133302022
"ENSG00000104522","8",143612618,143618048
"ENSG00000104774","19",12646511,12666742
"ENSG00000104852","19",49085419,49108605
"ENSG00000104859","19",45039045,45070956
"ENSG00000104946","19",49877425,49888750
"ENSG00000104980","19",7926718,7943667
"ENSG00000105173","19",29811991,29824312
"ENSG00000105197","19",39480412,39493785
"ENSG00000105379","19",51345169,51366418
"ENSG00000105447","19",48445841,48457022
"ENSG00000105472","19",50723364,50725718
"ENSG00000105492","19",51517819,51531856
"ENSG00000105519","19",5912339,5916211
"ENSG00000105640","19",17859910,17864153
"ENSG00000105722","19",42247569,42255128
"ENSG00000105732","19",42068477,42081552
"ENSG00000105755","19",43506719,43527230
"ENSG00000105771","19",43727983,43754962
"ENSG00000106028","7",141738334,141787922
"ENSG00000106052","7",27739331,27844564
"ENSG00000106100","7",30424527,30478784
"ENSG00000106399","7",7636518,7718607
"ENSG00000106565","7",150791285,150801360
"ENSG00000106692","9",105558130,105641118
"ENSG00000106723","9",88388430,88478694
"ENSG00000106785","9",98069275,98119222
"ENSG00000106803","9",99222064,99230615
"ENSG00000106868","9",112040785,112175408
"ENSG00000107020","9",5357971,5437925
"ENSG00000107099","9",214854,465259
"ENSG00000107438","10",95237572,95291012
"ENSG00000107485","10",8045378,8075198
"ENSG00000107643","10",48306639,48439360
"ENSG00000107937","10",988434,1019932
"ENSG00000108370","17",65100812,65227703
"ENSG00000108387","17",58520250,58544368
"ENSG00000108395","17",58982638,59106921
"ENSG00000108433","17",46923075,46975524
"ENSG00000108465","17",47967810,47981781
"ENSG00000108578","17",30248203,30292056
"ENSG00000108826","17",50367857,50373207
"ENSG00000108953","17",1344275,1400222
"ENSG00000109084","17",28319200,28328685
"ENSG00000109103","17",28546708,28552631
"ENSG00000109171","4",48341529,48426201
"ENSG00000109220","4",54009789,54064605
"ENSG00000109323","4",102630770,102760994
"ENSG00000109381","4",139028112,139177218
"ENSG00000109684","4",10486395,10684768
"ENSG00000109756","4",159103013,159360174
"ENSG00000110025","11",65027439,65040572
"ENSG00000110066","11",68154863,68213828
"ENSG00000110107","11",60890547,60906585
"ENSG00000110324","11",117986348,118003037
"ENSG00000110395","11",119206298,119313926
"ENSG00000110422","11",33256672,33357023
"ENSG00000110442","11",36269284,36289449
"ENSG00000110497","11",46396414,46594125
"ENSG00000110583","11",63938959,63957319
"ENSG00000110719","11",68039025,68050895
"ENSG00000110852","12",9852984,9870136
"ENSG00000110888","12",30709552,30754951
"ENSG00000111196","12",10604193,10613609
"ENSG00000111348","12",14942031,14961728
"ENSG00000111642","12",6570082,6614524
"ENSG00000111729","12",8123632,8138607
"ENSG00000111786","12",120461672,120469748
"ENSG00000111897","6",122443351,122471807
"ENSG00000112137","6",12716805,13290484
"ENSG00000112305","6",70667776,70862011
"ENSG00000112640","6",42984553,43012342
"ENSG00000112787","12",132489551,132585188
"ENSG00000112877","5",612340,667168
"ENSG00000112941","5",6713432,6757044
"ENSG00000113303","5",180899077,180950906
"ENSG00000113369","5",91368631,91383317
"ENSG00000113597","5",65625004,65666233
"ENSG00000113615","5",134648785,134727909
"ENSG00000113812","3",53867066,53882152
"ENSG00000114013","3",122055362,122121139
"ENSG00000114021","3",100334739,100361635
"ENSG00000114648","3",47282917,47346816
"ENSG00000114850","3",156540140,156555184
"ENSG00000114853","3",42653697,42667580
"ENSG00000115159","2",156435290,156613735
"ENSG00000115216","2",27427790,27442259
"ENSG00000115274","2",74455087,74457944
"ENSG00000115286","19",1383527,1395589
"ENSG00000115317","2",74529377,74533348
"ENSG00000115507","2",63050057,63057836
"ENSG00000115541","2",197500140,197503449
"ENSG00000115594","2",102064544,102179874
"ENSG00000115657","2",219209772,219218994
"ENSG00000115977","2",69457997,69674349
"ENSG00000116005","2",70257386,70281185
"ENSG00000116062","2",47695530,47810101
"ENSG00000116096","2",72887382,72892158
"ENSG00000116194","1",178849535,178871077
"ENSG00000116221","1",54184041,54225464
"ENSG00000116237","1",6221193,6235972
"ENSG00000116285","1",8004404,8026309
"ENSG00000116337","1",109616104,109632053
"ENSG00000116691","1",12019466,12032045
"ENSG00000116863","1",36088892,36093932
"ENSG00000116871","1",36155579,36180849
"ENSG00000117016","1",40620680,40665682
"ENSG00000117054","1",75724347,75787575
"ENSG00000117139","1",202724495,202808487
"ENSG00000117280","1",205767986,205775482
"ENSG00000117305","1",23801885,23838620
"ENSG00000117362","1",150265399,150269580
"ENSG00000117479","1",169463909,169485944
"ENSG00000117586","1",173183731,173207331
"ENSG00000118308","12",25004342,25108334
"ENSG00000118690","6",108848416,108974476
"ENSG00000118777","4",88090150,88231628
"ENSG00000119227","3",196946356,196969060
"ENSG00000119411","9",113349541,113371233
"ENSG00000119616","14",74713144,74738620
"ENSG00000119681","14",74498183,74612378
"ENSG00000119689","14",74881891,74903743
"ENSG00000119929","10",99702558,99756134
"ENSG00000120093","17",48548870,48604912
"ENSG00000120318","5",141653401,141682230
"ENSG00000120533","8",109334324,109345954
"ENSG00000120662","13",41216369,41263577
"ENSG00000121774","1",32013868,32060850
"ENSG00000122085","2",241072169,241102332
"ENSG00000122299","16",11750586,11797258
"ENSG00000122966","12",119685791,119877320
"ENSG00000123136","19",14408798,14419383
"ENSG00000123154","19",12666802,12675832
"ENSG00000123728","X",132203024,132219480
"ENSG00000123933","4",2247432,2262109
"ENSG00000124091","20",56491492,56525925
"ENSG00000124151","20",47501887,47656877
"ENSG00000124209","20",58309715,58367507
"ENSG00000124370","2",71109684,71130239
"ENSG00000124469","19",42580243,42595055
"ENSG00000124532","6",24402908,24426194
"ENSG00000124767","6",38675925,38703145
"ENSG00000124783","6",7268306,7347446
"ENSG00000124795","6",18223860,18264548
"ENSG00000124831","2",237627587,237813682
"ENSG00000124875","4",73836640,73849064
"ENSG00000125124","16",56466836,56520087
"ENSG00000125356","X",119871832,119876662
"ENSG00000125384","14",52314305,52328598
"ENSG00000125630","2",112541915,112579818
"ENSG00000125753","19",45506579,45526983
"ENSG00000125817","20",3783851,3786740
"ENSG00000125818","20",1113240,1189415
"ENSG00000125869","20",9514358,9530524
"ENSG00000126464","19",49591182,49626439
"ENSG00000126705","1",27534035,27604431
"ENSG00000126903","X",154487306,154490690
"ENSG00000126970","X",64915802,65034713
"ENSG00000127220","19",17292131,17310236
"ENSG00000127530","19",14789260,14835376
"ENSG00000127564","16",2968024,2980479
"ENSG00000127903","19",56661980,56671783
"ENSG00000127922","7",96481626,96709891
"ENSG00000128271","22",24417879,24442357
"ENSG00000128513","7",124822386,124929983
"ENSG00000128654","2",176269395,176338025
"ENSG00000128829","15",39934115,40035591
"ENSG00000128833","15",52192322,52295804
"ENSG00000128989","15",52547045,52569883
"ENSG00000129244","17",7646627,7657770
"ENSG00000129315","12",48688458,48716998
"ENSG00000129472","14",21459020,21476960
"ENSG00000129534","14",45203190,45253540
"ENSG00000129646","17",76274049,76307998
"ENSG00000130023","6",169751622,169781600
"ENSG00000130158","19",11199295,11262524
"ENSG00000130159","19",11505929,11529172
"ENSG00000130204","19",44890569,44903689
"ENSG00000130255","19",5674947,5691875
"ENSG00000130332","19",2321520,2328611
"ENSG00000130347","6",106570771,106629498
"ENSG00000130348","6",106629578,106668417
"ENSG00000130522","19",18279694,18281622
"ENSG00000130638","22",45671798,45845307
"ENSG00000130783","12",122774526,122827528
"ENSG00000130844","19",53519527,53580269
"ENSG00000130856","18",76822607,76970727
"ENSG00000131100","22",17592136,17628749
"ENSG00000131143","16",85798633,85807068
"ENSG00000131165","16",89644435,89657721
"ENSG00000131196","18",79395856,79529325
"ENSG00000131368","3",15042460,15065317
"ENSG00000131373","3",15560699,15601852
"ENSG00000131459","5",180300698,180353336
"ENSG00000131507","5",142108779,142154440
"ENSG00000131876","15",101281510,101295282
"ENSG00000132024","19",13906201,13930879
"ENSG00000132122","1",48295373,48472208
"ENSG00000132467","4",70688532,70690551
"ENSG00000132507","17",7306999,7312463
"ENSG00000132570","5",134905120,135007959
"ENSG00000132669","20",19757606,20002459
"ENSG00000132963","13",28659104,28678959
"ENSG00000133065","1",205789094,205813748
"ENSG00000133103","13",39655627,39791665
"ENSG00000133131","X",106813871,107000212
"ENSG00000133195","17",72645949,73092712
"ENSG00000133422","22",30925130,30968774
"ENSG00000133612","7",151085831,151144436
"ENSG00000133657","3",194402672,194498364
"ENSG00000133773","12",82223681,82358805
"ENSG00000133812","11",9778667,10294207
"ENSG00000134013","8",23296897,23425328
"ENSG00000134014","8",28089673,28191156
"ENSG00000134061","5",67179613,67196799
"ENSG00000134107","3",4979437,4985323
"ENSG00000134262","1",113894194,113905201
"ENSG00000134278","18",12446512,12658134
"ENSG00000134313","2",8721081,8837630
"ENSG00000134453","10",6089034,6117457
"ENSG00000134531","12",13196723,13219941
"ENSG00000134575","11",47239302,47248906
"ENSG00000134602","X",132023302,132075943
"ENSG00000134690","1",37692481,37709719
"ENSG00000134709","1",59814786,59876322
"ENSG00000134825","11",61768501,61792802
"ENSG00000134982","5",112707498,112846239
"ENSG00000135090","12",118149801,118372907
"ENSG00000135314","6",73241314,73310365
"ENSG00000135317","6",85505496,85594156
"ENSG00000135334","6",87674860,87702233
"ENSG00000135482","12",56118260,56127514
"ENSG00000135631","2",73073382,73156721
"ENSG00000136052","12",104802553,104958744
"ENSG00000136205","7",47275154,47582558
"ENSG00000136457","17",50464496,50468906
"ENSG00000136699","2",130151392,130182750
"ENSG00000136754","10",26746593,26861087
"ENSG00000136807","9",127785679,127790792
"ENSG00000136840","9",127907886,127917041
"ENSG00000136866","9",113038380,113056759
"ENSG00000136867","9",113150976,113164140
"ENSG00000136868","9",113221544,113264492
"ENSG00000136925","9",97600080,97633368
"ENSG00000137101","9",35609979,35646810
"ENSG00000137193","6",37170152,37175428
"ENSG00000137216","6",44126914,44155519
"ENSG00000137404","6",30688047,30691420
"ENSG00000137497","11",72002864,72080693
"ENSG00000137776","15",58879050,58933679
"ENSG00000137843","15",40217428,40277487
"ENSG00000137871","15",56630181,56734086
"ENSG00000138050","2",39736060,39779267
"ENSG00000138381","2",189661385,189670831
"ENSG00000138439","2",202634969,202769757
"ENSG00000138496","3",122527924,122564577
"ENSG00000138623","15",74409289,74433958
"ENSG00000138738","4",120684919,120922870
"ENSG00000138757","4",75642782,75724525
"ENSG00000138778","4",103105349,103198445
"ENSG00000139192","12",6451690,6466517
"ENSG00000139193","12",6444867,6451718
"ENSG00000139629","12",51351247,51392867
"ENSG00000139737","13",77697687,77764242
"ENSG00000139899","14",24426545,24430954
"ENSG00000139998","14",64945814,64973226
"ENSG00000140006","14",63597039,63641861
"ENSG00000140157","15",22838641,22868384
