ENSEMBL,ENTREZID,SYMBOL,gene_type,pi_C1_C5_C7,pi_C10_C18_C19,pi_C9_C12_C15,chr,start_pos,end_pos,logFC_C1,logFC_C10,logFC_C11,logFC_C12,logFC_C13,logFC_C14,logFC_C15,logFC_C16,logFC_C17,logFC_C18,logFC_C19,logFC_C2,logFC_C3,logFC_C4,logFC_C5,logFC_C6,logFC_C7,logFC_C8,logFC_C9,AveExpr_C1,AveExpr_C10,AveExpr_C11,AveExpr_C12,AveExpr_C13,AveExpr_C14,AveExpr_C15,AveExpr_C16,AveExpr_C17,AveExpr_C18,AveExpr_C19,AveExpr_C2,AveExpr_C3,AveExpr_C4,AveExpr_C5,AveExpr_C6,AveExpr_C7,AveExpr_C8,AveExpr_C9,P_C1,pi_C1,P_C10,pi_C10,P_C11,pi_C11,P_C12,pi_C12,P_C13,pi_C13,P_C14,pi_C14,P_C15,pi_C15,P_C16,pi_C16,P_C17,pi_C17,P_C18,pi_C18,P_C19,pi_C19,P_C2,pi_C2,P_C3,pi_C3,P_C4,pi_C4,P_C5,pi_C5,P_C6,pi_C6,P_C7,pi_C7,P_C8,pi_C8,P_C9,pi_C9,crit_C1,crit_C10,crit_C12,crit_C15,crit_C18,crit_C19,crit_C5,crit_C7,crit_C9,sig_pi_C1,sig_pi_C5,sig_pi_C7,sig_pi_C9,sig_pi_C10,sig_pi_C12,sig_pi_C15,sig_pi_C18,sig_pi_C19
ENSG00000198892,149345,SHISA4,protein_coding,2.560684878,1.421904971,1,1,201857808,201861434,-1.551707571,-1.377322058,-0.04240886,0.070470425,-0.266039142,1.405383622,-0.216794373,0.216913805,-0.174385513,-0.270644369,-0.412482522,1.334913198,0.482952947,0.277012732,0.281617959,-1.095704099,-0.065060089,0.352088383,0.309679524,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,2.342060141,0.02237501,2.560684878,0.092817684,1.421904971,0.951592802,0.000913862,0.888277589,0.003625795,0.597860595,0.059433163,0.042421915,1.928762154,0.678713545,0.036489416,0.683931205,0.035788084,0.706719337,0.026289144,0.536943044,0.073093406,0.441469347,0.146472315,0.118065269,1.238636374,0.510786972,0.140906443,0.561036838,0.069532584,0.547809105,0.073606698,0.100991097,1.091011102,0.874049222,0.00380368,0.461955605,0.118090359,0.544381302,0.081785371,1.074572004,0.865398772,1.037534155,1.03875363,0.874685018,0.589477879,0.879857513,0.940484499,0.883485981,2.560684878,0,0,0,1.421904971,0,0,0,0
ENSG00000130598,7136,TNNI2,protein_coding,2.556428087,1,1,11,1860219,1862910,0.315632229,0.58962697,0.08951265,0.555381239,-0.560969919,0.055266919,-0.184482091,-0.241044198,-0.27399474,0.379733036,0.235455518,-0.50011432,0.319925721,-0.060796491,-1.001499446,-0.411872477,-0.01863832,-0.446118207,-0.356605558,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,1.064008552,0.422381446,0.118139618,0.212714046,0.396349509,0.840483864,0.006755575,0.141271794,0.472043252,0.142466838,0.47474111,0.884635564,0.002942168,0.610541974,0.039531648,0.504211918,0.071683385,0.291654363,0.146623222,0.153650012,0.308900446,0.519978393,0.066872829,0.350596563,0.22764821,0.54111295,0.085328052,0.854363228,0.004155893,0.002801557,2.556428087,0.232537467,0.260924123,0.945667968,0.00045219,0.150634999,0.366742229,0.269709218,0.202945724,0.969754579,0.938274575,0.763337614,1.118557926,0.547143768,0.661974399,1.027880227,0.252521306,1.35073228,0,2.556428087,0,0,0,0,0,0,0
ENSG00000000971,3075,CFH,protein_coding,2.544365798,1.064653453,1,1,196621008,196716634,-1.597521949,-1.302230676,-0.066024426,-0.625099523,0.590438461,0.611106726,-0.361315699,0.623284042,-0.295291273,-0.109357979,-0.657945104,1.23620625,0.032845581,0.117449546,0.817245986,-0.48498469,-0.496063884,0.192146463,0.126122036,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,2.472501532,0.025544925,2.544365798,0.152208415,1.064653453,0.940399514,0.001762034,0.296399137,0.330129477,0.313474856,0.297461296,0.427729065,0.22539525,0.593346605,0.081907212,0.382429779,0.260188862,0.603890952,0.064681037,0.836071904,0.00850328,0.349602973,0.300302517,0.206862688,0.845957985,0.971505713,0.000412364,0.841273869,0.008816068,0.123447869,0.742481384,0.508659138,0.142378483,0.352601924,0.224575722,0.747069551,0.024333229,0.846646418,0.009118362,1.089760584,1.204545373,1.972004766,1.860418064,0.85947562,0.988970924,1.781132571,0.981740699,2.084644926,2.544365798,0,0,0,0,0,0,0,0
ENSG00000284431,NA,NA,protein_coding,2.538469127,1,1,NA,NA,NA,-0.772814546,-1.293066457,-1.250366412,-1.074830143,1.092503654,-1.032130098,-0.7301145,0.255588602,0.520251912,-0.530532608,-0.237915091,0.042700046,-0.836915052,0.34163696,1.964673222,0.671606765,0.715893065,0.889843079,-0.360523332,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,-0.531128836,0.438632575,0.276589645,0.378488321,0.545606181,0.466624427,0.413911957,0.322242723,0.528619609,0.28881666,0.589272172,0.416989476,0.392080324,0.585300911,0.169839819,0.844227733,0.018796084,0.627976508,0.105120334,0.625464604,0.108121093,0.849565131,0.016845179,0.979552087,0.000383125,0.613635585,0.177500864,0.760034367,0.040711773,0.05104384,2.538469127,0.533960377,0.183006778,0.434204018,0.259372469,0.469118056,0.292507305,0.763298365,0.04229143,1.230573821,1.094355883,1.568620181,1.860307184,1.253682444,1.251868113,2.656387983,1.950555627,2.114028742,0,0,0,0,0,0,0,0,0
ENSG00000260537,NA,NA,protein_coding,2.528950986,4.418723519,1,16,70333097,70400163,2.187357855,2.395790071,-0.164477488,0.885327335,1.351765662,-1.674940224,-0.372909704,-0.210996025,-0.208432216,0.508538869,2.448089023,-2.560267559,-1.562761688,-2.011463984,-1.168237191,1.22755288,0.948310292,-0.282909856,-0.447387344,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,-1.046684286,0.069796395,2.528950986,0.123365934,2.17730539,0.92064359,0.005906134,0.524120912,0.248394973,0.443565371,0.477230549,0.139489298,1.432842876,0.779450812,0.040353039,0.869172443,0.012848403,0.831010886,0.016756551,0.612080226,0.108416241,0.148254582,2.02944591,0.155160265,2.071818399,0.473764693,0.507018195,0.218203996,1.329853868,0.336991337,0.55185336,0.198359739,0.862412945,0.314112812,0.476918853,0.806023439,0.026495167,0.705428673,0.067800161,2.398920932,2.299617358,2.992559683,2.440864733,2.301024587,1.970558804,3.769902819,2.851566341,3.583236558,2.528950986,0,0,0,0,0,0,0,2.02944591
ENSG00000104432,3574,IL7,protein_coding,2.528944689,1.843282207,1,8,79587978,79717758,-1.418687838,-1.424504856,-0.14222884,-0.487558503,0.650263333,0.794717513,-0.136411822,0.441839092,0.005817019,-0.09380655,-0.279134262,1.282276016,-0.208424241,-0.071906492,0.67216339,-0.752341466,-0.503978609,0.184604887,0.042376047,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.89255373,0.016497032,2.528944689,0.050818168,1.843282207,0.832270415,0.011340694,0.300738597,0.254413307,0.195251505,0.461300457,0.201376813,0.553115867,0.792658483,0.013765847,0.421866332,0.165612396,0.989110723,2.77e-05,0.821929703,0.007989065,0.626983024,0.056592858,0.102307686,1.269570889,0.778553954,0.022658067,0.886115867,0.003775773,0.107027908,0.652336563,0.202725021,0.521442338,0.245813306,0.307121849,0.692455163,0.02946448,0.930087446,0.001333838,0.804909911,0.904538165,1.560186865,2.109517401,0.560980166,0.644103058,1.367129107,0.586900738,2.765295381,2.528944689,0,0,0,1.843282207,0,0,0,0
ENSG00000112077,6005,RHAG,protein_coding,2.523615251,1.429415665,2.262844534,6,49572871,49604552,-0.545143059,-0.443076402,-0.104107855,0.118923656,-0.227770979,0.457892204,-0.206174512,0.199843872,-0.102066657,-1.175854206,-0.308691196,0.338968547,0.427614852,0.538739197,1.486822423,1.04374602,0.325266602,1.605746079,1.501638224,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.585285723,0.389323976,0.223339033,0.644641296,0.08448664,0.910056525,0.004261304,0.829651375,0.009645227,0.699116237,0.035407138,0.480493308,0.145752884,0.718362085,0.029618329,0.73392535,0.026848647,0.887750786,0.005277758,0.0608639,1.429415665,0.619999471,0.064086972,0.690710211,0.054473643,0.607683705,0.092502675,0.356581928,0.241269324,0.020076074,2.523615251,0.15640854,0.840987436,0.504913434,0.096533622,0.011948204,3.08736378,0.031123093,2.262844534,0.952062627,0.834971972,0.965885371,0.813617789,1.161322926,1.031316758,1.231559185,1.277403879,1.140427163,0,2.523615251,0,2.262844534,0,0,0,1.429415665,0
ENSG00000285897,54894,RNF43,protein_coding,2.520150537,1,1,NA,NA,NA,0.442487264,-0.84883179,-1.698168999,-0.018566651,-0.466129889,-0.86790386,-0.406849946,0.398713069,1.291319054,-1.071493567,-0.883409609,-0.849337209,0.864842959,1.065014876,1.670378554,0.821546764,0.280056058,1.651811903,-0.046357096,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,-0.871321435,0.507688358,0.130269487,0.39949738,0.33824764,0.125906648,1.528269461,0.980200306,0.000161254,0.492171099,0.143513885,0.234175526,0.547177361,0.611642539,0.086863406,0.635248033,0.07856907,0.089790541,1.351713287,0.164513245,0.839835726,0.25845253,0.519108459,0.416266803,0.323281712,0.424073573,0.322204846,0.123671527,0.966746249,0.030993443,2.520150537,0.215824001,0.547068204,0.661733361,0.050218804,0.051044267,2.134228567,0.948391078,0.001066795,1.380221485,1.41044877,1.129057072,1.306221413,1.014054522,1.251986898,2.660896658,1.32921669,1.465457892,0,0,0,0,0,0,0,0,0
ENSG00000188596,144535,CFAP54,protein_coding,2.512935793,4.045250472,1,12,96883349,97269333,-0.421606613,-0.430285008,0.327152332,-0.714564065,-0.099241445,0.042873274,0.335830726,0.641332025,0.008678394,-0.36465882,-1.455137535,0.75743734,0.740573469,0.3387999,0.604217275,0.173932268,-0.993431248,-0.11034679,0.216805542,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.036936516,0.234970554,0.265184893,0.362514474,0.189615695,0.510872224,0.095426314,0.053142738,0.910751971,0.77004459,0.011262329,0.909396574,0.00176838,0.386580799,0.138617397,0.167053063,0.498408333,0.977793149,8.46e-05,0.227188324,0.234699519,0.001659671,4.045250472,0.151629584,0.620504831,0.198609342,0.519882818,0.306934724,0.173788756,0.055519805,0.758626252,0.623636938,0.035667972,0.002954257,2.512935793,0.757654633,0.013299957,0.530128527,0.059755689,0.574276768,0.520704428,0.859712321,1.121845529,0.458732016,0.465593014,0.629290611,0.597686683,1.610426962,0,0.758626252,2.512935793,0,0,0.910751971,0,0,4.045250472
ENSG00000163380,56203,LMOD3,protein_coding,2.486771064,2.432187589,1,3,69156023,69172183,-1.032879304,-1.152509236,-0.125707922,-0.246729234,0.025853424,0.78007208,-0.006077989,-0.274015777,0.119629933,-0.069542065,0.053139967,1.026801314,-0.299869201,0.036637318,0.132032806,-1.02047643,0.128556283,-0.114696428,-0.24040435,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.223577075,0.003911916,2.486771064,0.007756377,2.432187589,0.753566401,0.015446798,0.422082358,0.092425462,0.931275777,0.000799432,0.032813015,1.157590977,0.984918993,4.01e-05,0.39943415,0.109210305,0.616102896,0.025163767,0.772228282,0.007806396,0.867241791,0.003287228,0.032856399,1.523136566,0.497921145,0.090812218,0.897603532,0.001718856,0.609083345,0.028429736,0.002997037,2.574976241,0.578752803,0.030533003,0.690059006,0.018479174,0.389725411,0.098383383,0.796303677,0.872821053,0.667933466,1.130473767,0.607251464,0.661194396,1.255564028,0.591718156,1.794383174,2.486771064,0,0,0,2.432187589,0,0,0,0
ENSG00000125551,5342,PLGLB2,protein_coding,2.486535426,4.095635472,1,2,88047606,88058312,-0.05849898,-1.581826308,-1.477412243,0.298649954,-0.038396641,0.403064019,0.045915086,-0.349981844,1.523327329,-2.166661613,0.610235157,0.104414065,-0.311585203,-0.237990834,1.890274138,0.30844783,0.008450974,2.188924092,0.711511849,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.920040292,0.944697199,0.001445356,0.214458284,1.057699509,0.239249801,0.917692274,0.719219531,0.042748315,0.965936947,0.000577916,0.627464989,0.08158439,0.955147872,0.00091506,0.66838229,0.061238096,0.11043885,1.457638595,0.016323813,3.87221081,0.492065023,0.187938701,0.92911557,0.003333968,0.797567287,0.030607846,0.77542754,0.026288177,0.048368608,2.486535426,0.715724358,0.044803343,0.989274259,3.96e-05,0.026463115,3.452719192,0.370629872,0.306703999,1.33959185,1.260495707,1.596807386,1.748393639,2.048550777,2.252697836,1.887378558,3.954864858,2.346101228,0,2.486535426,0,0,0,0,0,3.87221081,0
ENSG00000176890,7298,TYMS,protein_coding,2.48580001,1,3.507031441,18,657604,673578,1.045630826,1.008833023,-0.161163251,1.607241817,-1.175497886,0.437245542,-0.124365449,-0.224681039,0.036797803,-0.058150057,0.65642497,-1.169996274,0.950816847,-0.180213301,-1.29756113,-0.288728107,0.173391667,0.309680686,0.148517435,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,-0.16852821,0.087984492,1.103761489,0.165126397,0.789092539,0.793941566,0.016150405,0.006576298,3.507031441,0.05463683,1.484083132,0.39847323,0.17472369,0.794207739,0.012444739,0.628782474,0.045273133,0.92512755,0.001243706,0.881826939,0.003175961,0.19333124,0.468489164,0.132637179,1.026478358,0.213950733,0.636748941,0.705426049,0.027311057,0.018380026,2.252116997,0.549021116,0.075187961,0.639856814,0.033623627,0.474692871,0.100208734,0.735910586,0.019778802,1.767513435,1.330941011,0.973424925,1.023695524,0.820378316,0.89698941,1.770316507,0.637074835,1.548621824,0,2.252116997,0,0,0,3.507031441,0,0,0
ENSG00000269242,NA,NA,protein_coding,2.478088145,3.549976039,1,19,12754645,12759211,-0.39296731,0.225364105,0.96398019,1.238634242,-0.238587784,1.977250326,0.345648775,0.34134372,-0.618331415,1.884661382,0.658702738,0.738616084,0.579931504,0.402352278,-1.720896889,-1.495532784,0.712416783,-0.482262647,0.481717543,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,-0.714161397,0.73640954,0.052217729,0.863143163,0.014404635,0.326573729,0.468512451,0.194360604,0.881154192,0.820953118,0.020442593,0.060577528,2.407674894,0.658242843,0.062774606,0.699142934,0.053056429,0.296606875,0.326366937,0.0130733,3.549976039,0.509478627,0.192916926,0.599274935,0.16424893,0.673382718,0.099596296,0.688609516,0.065191924,0.036307969,2.478088145,0.150311513,1.230835078,0.37778125,0.301181035,0.500481572,0.144973895,0.472123531,0.157013113,3.198976647,1.546004754,1.336280367,1.111737556,1.240722101,0.818712411,1.44230158,1.2928541,1.743901822,0,2.478088145,0,0,0,0,0,3.549976039,0
ENSG00000151726,2180,ACSL1,protein_coding,2.478043136,1,1,4,185676749,185747972,0.998497039,1.090525786,0.260030423,0.277512147,-0.426003476,-0.552983216,0.168001676,-0.021377329,-0.092028747,0.523003781,-0.127114001,-0.830495363,0.404626148,-0.200914873,-1.14992213,-0.059396344,-0.158660862,-0.872409983,-0.61237956,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,8.836429637,0.059034131,1.227049841,0.126455592,0.979359727,0.710884265,0.038536794,0.586053812,0.064400164,0.403723373,0.167809631,0.294459103,0.293620272,0.743725821,0.021602855,0.968107028,0.000300921,0.847088131,0.006632641,0.248507834,0.316239422,0.812006191,0.011496274,0.258739526,0.487614741,0.583969761,0.094524569,0.681466274,0.033463504,0.017530036,2.019513024,0.909982721,0.002433281,0.699614303,0.024614856,0.08566102,0.931050553,0.215399731,0.408307038,0.881721915,0.968710848,0.910213196,1.052785404,0.615030679,0.834984068,1.050675277,0.68763489,1.184878713,1.227049841,2.019513024,0,0,0.979359727,0,0,0,0
ENSG00000083454,5026,P2RX5,protein_coding,2.474598143,1,1,17,3575493,3599698,0.453195994,0.764326983,0.513279881,0.525590912,-0.076154687,0.274543809,0.202148892,-0.247818733,-0.311130989,0.444893977,0.697254957,-0.251047102,-0.171664045,-0.436062387,-0.957111052,-0.192784069,-0.023167139,-0.43152014,0.081759741,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,3.23155396,0.215896147,0.301717548,0.090891222,0.796029783,0.228491996,0.329078621,0.143682744,0.442860477,0.839710494,0.005777888,0.4255575,0.101867216,0.54730795,0.05291616,0.475200745,0.080075904,0.23167474,0.197605923,0.08925973,0.466847018,0.061845981,0.84276406,0.61220263,0.053499345,0.737277828,0.022722968,0.20328871,0.301705783,0.002597246,2.474598143,0.554920137,0.049308288,0.929501948,0.00073555,0.161710861,0.341444976,0.7802941,0.008808932,1.324971818,1.183013816,1.028677355,1.154861153,0.764876206,0.642091174,1.316618698,0.443900894,1.610599205,0,2.474598143,0,0,0,0,0,0,0.84276406
ENSG00000130656,3050,HBZ,protein_coding,2.462317393,1,2.490540687,16,202686,204502,-0.514060495,-0.725456707,0.760298126,-0.688427383,0.209051965,0.79732745,0.971694337,-0.273902137,0.211396212,-1.062391509,-0.205473281,1.485754833,-0.482954102,1.132117023,2.403560496,1.678103789,1.43362599,1.715133114,2.475431239,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,-0.42328447,0.664792728,0.091149989,0.725919184,0.100919535,0.717497251,0.1096196,0.571565818,0.167242247,0.860347982,0.013656499,0.511137053,0.23239116,0.434609074,0.351657357,0.837163393,0.021142443,0.900747408,0.009596749,0.493025047,0.326293384,0.875180772,0.011897362,0.388091383,0.610743296,0.786822458,0.050286752,0.398970682,0.451781506,0.094526641,2.462317393,0.267515055,0.960969108,0.224883648,0.929050029,0.252655682,1.024742178,0.098604387,2.490540687,2.716238788,1.739539641,2.895478213,2.782121062,2.738875663,1.993678021,2.351310441,3.713123751,3.520262669,0,2.462317393,0,0,0,0,0,0,0
ENSG00000091536,51168,MYO15A,protein_coding,2.460405259,1,1,17,18012020,18083116,1.455814106,1.155283353,-0.644812609,0.82999413,-0.998318886,-0.970101832,-0.344281856,0.015194272,0.300530753,-0.45281808,-0.183519028,-1.800095962,1.013513158,-0.096413537,-0.641914343,0.51336901,-0.844933224,0.188079788,-0.456732822,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,-1.108460559,0.020414815,2.460405259,0.143894079,0.972698992,0.415810529,0.245740998,0.200549544,0.579151911,0.127618263,0.892584109,0.103867485,0.954114927,0.580198259,0.081396348,0.980282775,0.00013141,0.538363121,0.080820142,0.343417234,0.210188152,0.767212908,0.021120122,0.042966818,2.460491423,0.259417333,0.593919734,0.859070643,0.006360509,0.281813765,0.353077151,0.31689829,0.256212259,0.088924581,0.888006374,0.732537491,0.025422772,0.421952779,0.171154299,1.681558891,1.1893548,1.175832503,1.832307252,1.065246923,1.058926428,1.559606429,1.508895544,1.933462319,2.460405259,0,0,0,0,0,0,0,0
ENSG00000112902,9037,SEMA5A,protein_coding,2.451385561,1.255712319,1.385631425,5,9035138,9546187,0.666732915,0.942484549,0.395737335,1.086336001,-0.893475233,0.539588787,0.1199857,-0.231681771,-0.275751635,0.886704639,0.424542539,-0.546747215,0.661793462,0.504559815,-1.275620058,-0.333135509,0.656323254,-0.189284057,0.206453278,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,-0.680962359,0.258712153,0.391494347,0.181933165,0.697521623,0.520119727,0.112348513,0.053026252,1.385631425,0.121648976,0.817432934,0.302454259,0.2802302,0.802992734,0.011433243,0.642268651,0.04454853,0.47150348,0.090037072,0.038356922,1.255712319,0.41503571,0.162138966,0.472166612,0.178187501,0.384090024,0.275019506,0.323724107,0.24714599,0.011975102,2.451385561,0.503958013,0.099143008,0.126543471,0.589220933,0.663163129,0.03376442,0.634870637,0.040736279,1.63568902,1.417751937,1.235650093,1.561530942,0.994452199,0.739002053,1.501266003,0.754403307,1.907451648,0,2.451385561,0,0,0,1.385631425,0,1.255712319,0
ENSG00000142089,10410,IFITM3,protein_coding,2.444017858,2.5840317,1,11,319669,327537,1.28539405,1.947282469,1.76232004,0.032558736,-0.334751226,-0.152403693,1.100431621,-0.722190977,-0.661888419,1.167427532,0.419998487,-0.184962429,-0.387439751,-0.014514893,-1.516693651,0.430588818,0.557931897,-1.484134915,0.278185125,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,5.841225518,0.11901996,1.188192809,0.078196091,2.155281361,0.109490267,1.692927783,0.967684522,0.00046449,0.676657595,0.056784198,0.853363577,0.010495417,0.179518896,0.820800756,0.392777041,0.293104029,0.361851432,0.292203685,0.093975663,1.198930101,0.617763228,0.087854421,0.872384017,0.010966848,0.739162297,0.050855417,0.984667787,9.74e-05,0.044036518,2.056920257,0.591297988,0.098257612,0.377743201,0.235895472,0.061734293,1.795021886,0.713407253,0.04079932,1.770429406,1.959547726,1.641274352,1.235664195,1.108251793,1.405188249,2.342385264,1.664021176,2.396491977,0,0,0,0,2.155281361,0,0,1.198930101,0
ENSG00000143546,6279,S100A8,protein_coding,2.437732854,1.572939197,1,1,153362508,153363664,1.20090722,1.195576527,0.07752202,0.229537358,-0.265747572,-0.888517149,0.082852713,-0.112430185,0.005330693,0.300417981,0.076219971,-1.118054507,0.153317387,-0.057463947,-0.6236295,0.571947027,-0.075095651,-0.394092142,-0.316570122,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,8.270562415,0.00933449,2.437732854,0.048346787,1.572939197,0.89458812,0.003750273,0.596415513,0.051519905,0.537350188,0.07168344,0.052007465,1.140797659,0.848861257,0.005896071,0.805287367,0.010573959,0.989137167,2.53e-05,0.419402374,0.113368468,0.866483606,0.004743904,0.07737014,1.242635538,0.806811269,0.01429348,0.888402016,0.002953099,0.117218953,0.580600412,0.20285522,0.3962528,0.826279759,0.006223393,0.348966407,0.180185382,0.439323404,0.113083805,1.1985453,1.16426126,0.863022815,1.022833665,0.677482934,0.755561402,1.305782226,0.586919916,1.282037907,2.437732854,0,0,0,1.572939197,0,0,0,0
ENSG00000285253,54816,ZNF280D,protein_coding,2.437121345,1,1,NA,NA,NA,-0.300392992,-1.222721814,-0.443598111,-1.116687242,1.088409967,-0.33756354,0.478730711,0.96592608,0.922328822,-0.933053894,-0.994203355,0.779123703,-0.122483887,0.161135515,2.182599376,0.959877562,0.126899333,1.065912133,0.622314022,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,-2.42660013,0.796480128,0.029686354,0.482227633,0.387294576,0.811169868,0.04031783,0.370828207,0.481099282,0.406128419,0.425934677,0.78951282,0.034647796,0.720463972,0.06816538,0.531438762,0.265191887,0.474836382,0.298332803,0.465096299,0.310200407,0.532988911,0.271697709,0.660626489,0.140276561,0.951643482,0.002636554,0.905834459,0.006920958,0.076451472,2.437121345,0.440469935,0.341796782,0.908039019,0.00531651,0.440521906,0.379499352,0.617165315,0.130436079,2.518074104,2.005633203,Inf,3.858336245,1.860576151,2.880940302,6.32448933,4.442202001,3.49296668,0,0,0,0,0,0,0,0,0
ENSG00000198886,4538,ND4,protein_coding,2.432942188,1.152365247,1,MT,10760,12137,-0.002761106,-0.588483924,-0.630745607,-0.21483445,0.032421197,-0.257096133,-0.045022789,-0.06322459,0.585722819,-0.632941792,-0.119188663,-0.042261683,-0.095645787,0.226127068,0.891490057,0.303006132,0.188317685,0.676655607,0.04591,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,5.17885451,0.992821305,8.64e-06,0.148938299,0.486672445,0.122758722,0.574576224,0.48489261,0.067534162,0.915630334,0.001241078,0.404455583,0.101071988,0.883564192,0.00242051,0.843813839,0.004663026,0.029064556,0.900042952,0.015112989,1.152365247,0.709743074,0.017747053,0.92249392,0.001480701,0.829245588,0.007777612,0.433536006,0.082078433,0.001866062,2.432942188,0.309627204,0.154278872,0.432381379,0.068572687,0.02305297,1.107870029,0.87018298,0.002772478,0.787845387,0.628749246,0.566976517,0.749741465,0.543895568,0.423717738,0.795892583,0.591624598,1.279987937,0,2.432942188,0,0,0,0,0,1.152365247,0
