"chr","pos","cms_score","genes","bin"
"chr18",5786485,8.12226,"MIR3976 & MIR3976HG","29"
"chr2",126295207,8.11762,"NONAME","632"
"chr13",39545318,8.11672,"FREM2 & NHLRC3 & PROSER1 & STOML3","198"
"chr7",45516982,8.116,"ADCY1","228"
"chr3",17975528,8.11468,"LOC339862","90"
"chr11",64581658,8.1146,"ATG2A & CDC42BPG & EHD1 & MAP4K2 & MEN1 & MIR192 & MIR194-2 & MIR194-2HG & MIR6749 & MIR6750 & NRXN2 & PYGM & RASGRP2 & SF1","323"
"chr21",35254287,8.11322,"ATP5PO & ITSN1 & LINC00649 & LOC101928126","177"
"chr9",135608988,8.11278,"AK8 & DDX31 & GTF3C4","679"
"chr4",79648020,8.10773,"BMP2K & LINC01094","399"
"chr14",89570372,8.10773,"FOXN3","448"
"chr2",207221695,8.10177,"ADAM23 & GPR1-AS & ZDBF2","1037"
"chr4",174095769,8.10029,"GALNT7 & LOC101930370","871"
"chr9",26841796,8.09811,"CAAP1 & PLAA","135"
"chr1",229291390,8.09472,"MIR4454","1147"
"chr1",15745082,8.09454,"CASP9 & CELA2A & CELA2B & CTRC & EFHD2 & FHAD1 & LOC101927417","79"
"chr1",101540999,8.08746,"DPH5 & LOC102606465 & SLC30A7","508"
"chr1",53511341,8.08418,"PODN & SCP2 & SLC1A7","268"
"chr5",164436919,8.08257,"NONAME","823"
"chr15",51578440,8.08257,"CYP19A1 & GLDN & MIR4713 & MIR4713HG & MIR7973-1 & MIR7973-2","258"
"chr9",25291711,8.0824,"NONAME","127"
"chr1",105011990,8.07999,"NONAME","526"
"chr1",104996668,8.07999,"NONAME","525"
"chr18",75418711,8.07911,"NONAME","378"
"chr5",57376600,8.07209,"LINC02101","287"
"chr4",92550604,8.07209,"CCSER1","463"
"chr4",96501725,8.06605,"UNC5C","483"
"chr4",1017235,8.06501,"DGKQ & FGFRL1 & GAK & IDUA & LOC105374344 & RNF212 & SLC26A1 & TMED11P & TMEM175","6"
"chr20",55990656,8.06501,"CTCFL & LOC100291105 & MIR4325 & MTRNR2L3 & RAE1 & RBM38 & SPO11","280"
"chr17",50240542,8.06501,"CA10","252"
"chr8",111179485,8.06388,"NONAME","556"
"chr6",37029856,8.06388,"FGD2 & MTCH1 & PI16","186"
"chr15",59498871,8.06388,"CCNB2 & LDHAL6B & MIR2116 & MYO1E","298"
"chr11",57867042,8.06388,"OR6Q1 & OR9I1 & OR9Q1 & OR9Q2","290"
"chr1",2737702,8.06388,"TTC34","14"
"chr6",167777710,8.06199,"LOC105378127 & TCP10 & TTLL2 & UNC93A","839"
"chr2",174025999,8.06106,"MAP3K20 & MAP3K20-AS1","871"
"chr1",79188352,8.05937,"IFI44 & IFI44L","396"
"chr5",159995502,8.05603,"ATP10B & MIR146A & MIR3142 & MIR3142HG","800"
"chr1",80183641,8.05603,"NONAME","401"
"chr15",30303846,8.05287,"GOLGA8J & TJP1 & ULK4P3","152"
"chr9",97406205,8.05119,"C9orf3 & FBP1 & FBP2 & PCAT7","488"
"chr19",4981309,8.04928,"ARRDC5 & KDM4B & MIR4747 & UHRF1","25"
"chr13",87984539,8.04866,"NONAME","440"
"chr6",36950412,8.04853,"C6orf89 & FGD2 & MTCH1 & PI16","185"
"chr6",133073425,8.04853,"RPS12 & SLC18B1 & SNORA33 & SNORD100 & SNORD101 & VNN1 & VNN2 & VNN3","666"
"chr19",370802,8.04853,"C2CD4C & MIER2 & ODF3L2 & PLPP2 & SHC2 & THEG","2"
"chr1",105489616,8.04853,"NONAME","528"
"chr2",48755477,8.04689,"GTF2A1L & PPP1R21 & STON1 & STON1-GTF2A1L","244"
"chr8",73497890,8.04452,"KCNB2","368"
"chr1",104072520,8.0431,"ACTG1P4 & AMY2A & AMY2B & LOC101928436 & RNPC3","521"
"chr7",38075944,8.03575,"EPDR1","191"
"chr2",32987779,8.03332,"LINC00486 & TTC27","165"
"chr12",70815069,8.03313,"CNOT2 & KCNMB4 & PTPRB","355"
"chr14",52254247,8.03276,"FRMD6 & GNG2","262"
"chr11",57674447,8.03097,"CTNND1 & TMX2-CTNND1","289"
"chr9",121227711,8.02715,"NONAME","607"
"chr5",106128647,8.02323,"LINC01950","531"
"chr19",1140914,8.02275,"ABCA7 & ARHGAP45 & CBARP & GPX4 & POLR2E & SBNO2 & STK11","6"
"chr20",11570625,8.01482,"NONAME","58"
"chr15",74666027,8.01482,"CCDC33 & CYP11A1 & LINC02255 & MIR6881 & PPIAP46 & SEMA7A & UBL7 & UBL7-AS1","374"
"chr7",149781689,8.01428,"ACTR3C & LOC100134040","749"
"chr17",70738338,8.01428,"SLC39A11","354"
"chr9",116730054,8.01148,"AMBP & ZNF618","584"
"chr11",113383477,8.01148,"DRD2 & MIR4301","567"
"chr3",22606667,8.01083,"NONAME","114"
"chr6",113001526,8.00949,"NONAME","566"
"chr18",60038237,8.00949,"RELCH & TNFRSF11A","301"
"chr7",130004177,8.00836,"CEP41 & CPA1 & CPA2 & CPA4 & CPA5 & LOC105375504","651"
"chr5",124324096,8.00836,"LOC101927421","622"
"chr15",23445448,8.00611,"GOLGA6L22 & GOLGA8EP & HERC2P2 & HERC2P7","118"
"chr2",181793136,8.00586,"SCHLAP1 & UBE2E3","909"
"chr3",27760524,8.00556,"EOMES & LINC01980","139"
"chr10",98248935,8.00535,"TLL2 & TM9SF3","492"
"chr17",4001978,8.00449,"ANKFY1 & CYB5D2 & ZZEF1","21"
"chr9",21152110,7.99873,"IFNA10 & IFNA14 & IFNA16 & IFNA17 & IFNA21 & IFNA4 & IFNA7 & IFNB1 & IFNW1","106"
"chr16",82889886,7.99873,"CDH13 & LOC101928417 & LOC101928446","415"
"chr7",66082888,7.99851,"GS1-124K5.11 & KCTD7 & LOC100996437 & RABGEF1","331"
"chr11",102477998,7.99851,"MMP20 & MMP27 & MMP7","513"
"chr2",182190965,7.9951,"LINC01934 & MIR4437","911"
"chr11",41238685,7.99273,"LRRC4C","207"
"chr4",167955488,7.99158,"SPOCK3","840"
"chr16",65976999,7.99158,"NONAME","330"
"chr14",96247758,7.99158,"LOC107984703 & TCL1A & TCL1B & TUNAR","482"
"chr11",96802587,7.99158,"NONAME","485"
"chr10",62656076,7.99158,"RHOBTB1","314"
"chr4",175423001,7.98987,"HPGD & MIR4276","878"
"chr16",61124308,7.98914,"MIR4426","306"
"chr5",152048633,7.9887,"LINC01470","761"
"chr17",10158810,7.98582,"GAS7 & MYH13","51"
"chr10",6074082,7.98453,"FBH1 & IL15RA & IL2RA & RBM17","31"
"chr11",11119363,7.98391,"NONAME","56"
"chr9",71362941,7.98318,"FAM122A & PIP5K1B","357"
"chr21",31138315,7.98318,"GRIK1 & GRIK1-AS1","156"
"chr8",74312857,7.98311,"RDH10 & RDH10-AS1 & STAU2 & STAU2-AS1","372"
"chr9",23112373,7.98292,"NONAME","116"
"chr5",58528655,7.98273,"PDE4D","293"
"chr11",111020342,7.97792,"LINC02550","556"
"chr2",169672879,7.97702,"CERS6 & CERS6-AS1 & G6PC2 & NOSTRIN & SPC25","849"
"chr14",34659230,7.97702,"NONAME","174"
"chr5",84414134,7.97388,"NONAME","423"
"chr2",36161940,7.97388,"NONAME","181"
"chr6",155354681,7.97295,"TIAM2","777"
"chr15",86346055,7.97295,"AKAP13 & KLHL25 & LOC101929679 & MIR1276 & MIR548AP","432"
"chr15",45321478,7.9699,"DUOX2 & DUOXA1 & DUOXA2 & SORD & TERB2","227"
"chr6",70008056,7.96846,"ADGRB3","351"
"chr4",167688454,7.9673,"SPOCK3","839"
"chr12",92065034,7.9673,"NONAME","461"
"chr5",5927824,7.96431,"NONAME","30"
"chr3",83559186,7.95988,"NONAME","418"
"chr10",6277556,7.95988,"LOC399715 & MIR3155A & MIR3155B & PFKFB3","32"
"chr1",3587546,7.95988,"CCDC27 & MEGF6 & TP73 & TP73-AS1 & TPRG1L & WRAP73","18"
"chr3",140826180,7.9587,"SPSB4","705"
"chr13",65930367,7.9533,"NONAME","330"
"chr13",54539078,7.95032,"LINC00558","273"
"chr4",5682740,7.94926,"EVC & EVC2","29"
"chr16",4398508,7.94854,"CORO7 & CORO7-PAM16 & DNAJA3 & GLIS2 & GLIS2-AS1 & LINC01569 & PAM16 & TFAP4 & VASN","22"
"chr17",26600644,7.94635,"IFT20 & KRT18P55 & MIR4723 & NLK & POLDIP2 & PPY2P & PYY2 & SARM1 & SEBOX & TMEM199 & TMEM97 & TNFAIP1 & VTN","134"
"chr12",125890965,7.94635,"TMEM132B","630"
"chr4",172503544,7.93947,"LINC02174","863"
"chr2",55960478,7.93864,"PNPT1","280"
"chr6",64590185,7.93639,"EYS & SCAT8","323"
"chr17",26579133,7.93383,"IFT20 & KRT18P55 & NLK & POLDIP2 & PPY2P & PYY2 & TMEM97 & TNFAIP1","133"
"chr10",108208045,7.9331,"NONAME","542"
"chr5",89652105,7.93088,"CETN3 & LINC01339 & LOC731157","449"
"chr7",10242793,7.93035,"NONAME","52"
"chr4",57372954,7.92989,"ARL9 & PAICS & PPAT & SRP72 & THEGL","287"
"chr12",1936988,7.92989,"ADIPOR2 & CACNA2D4 & LRTM2","10"
"chr6",76828119,7.92988,"IMPG1","385"
"chr10",112555477,7.92988,"PDCD4 & PDCD4-AS1 & RBM20","563"
"chr15",78992025,7.92934,"ADAMTS7 & CHRNA3 & CHRNB4 & LOC646938","395"
"chr18",64898913,7.92585,"NONAME","325"
"chr4",3490229,7.92539,"DOK7 & HGFAC & LINC00955 & LRPAP1 & RGS12","18"
"chr3",139737320,7.92522,"CLSTN2","699"
"chr20",46840426,7.925,"NONAME","235"
"chr7",111829933,7.92487,"DOCK4 & ZNF277","560"
"chr12",120590833,7.92487,"BICDL1 & GCN1 & MIR4498 & PXN & PXN-AS1 & RAB35 & RPLP0","603"
"chr3",195011869,7.9237,"ACAP2 & XXYLT1","976"
"chr9",141011771,7.9228,"CACNA1B & LOC101928786 & LOC101928932 & TUBBP5","706"
"chr8",54056383,7.9228,"OPRK1","271"
"chr7",136952669,7.92275,"PTN","685"
"chr11",35875537,7.92275,"LDLRAD3 & TRIM44","180"
"chr14",27561519,7.91867,"NONAME","138"
"chr17",76367376,7.91737,"DNAH17 & LINC01993 & LOC101928674 & PGS1 & SOCS3","382"
"chr11",103365022,7.91423,"DYNC2H1","517"
"chr4",32359243,7.91026,"LINC02353","162"
"chr9",113080213,7.90605,"SVEP1 & TXN & TXNDC8","566"
"chr3",190671328,7.90579,"GMNC & SNAR-I","954"
"chr4",165610632,7.90377,"SMIM31","829"
"chr2",47902093,7.90377,"NONAME","240"
"chr11",105092390,7.90161,"CARD18","526"
"chr12",27033470,7.89655,"FGFR1OP2 & INTS13 & ITPR2 & TM7SF3","136"
"chr10",91978576,7.89655,"NONAME","460"
"chr1",8709759,7.89583,"RERE","44"
"chr2",58795436,7.89518,"LINC01122","294"
"chr21",46753704,7.89182,"COL18A1 & COL18A1-AS1 & COL18A1-AS2 & LINC00316 & LINC00334 & LOC642852 & POFUT2","234"
"chr7",31677525,7.89135,"ITPRID1 & PPP1R17","159"
"chr4",134724873,7.89135,"NONAME","674"
"chr10",95887596,7.89135,"PLCE1 & PLCE1-AS2","480"
"chr5",106326718,7.88626,"LINC01950","532"
"chr2",141416826,7.88626,"LRP1B & MIR7157","708"
"chr2",125212656,7.88626,"CNTNAP5","627"
"chr12",73864040,7.88504,"NONAME","370"
"chr2",42818710,7.88499,"KCNG3 & MTA3","215"
"chr17",45406345,7.88499,"EFCAB13 & ITGB3 & THCAT158","228"
"chr6",118480949,7.88446,"LOC105377967 & SLC35F1","593"
"chr5",157616208,7.88284,"NONAME","789"
"chr15",43831097,7.88259,"CATSPER2 & CKMT1B & MAP1A & PPIP5K1 & PPIP5K1P1-CATSPER2 & STRC & TP53BP1","220"
"chr12",25184963,7.88259,"BCAT1 & C12orf77 & CASC1 & LOC645177 & LRMP","126"
"chr1",77095600,7.88256,"ST6GALNAC3","386"
"chr7",5503411,7.88181,"ACTB & FBXL18 & LOC100129484 & LOC221946 & MIR589 & TNRC18","28"
"chr10",92007486,7.88181,"NONAME","461"
"chr1",176813190,7.88084,"ASTN1 & PAPPA2","885"
"chr18",1771063,7.8759,"NONAME","9"
"chr14",36326458,7.87549,"BRMS1L & RALGAPA1 & RALGAPA1P1 & SNORA101B","182"
"chr13",31048997,7.87454,"HMGB1 & LINC01058 & UBE2L5","156"
"chr9",81992327,7.87392,"NONAME","410"
"chr11",60227650,7.87392,"MS4A1 & MS4A12 & MS4A13 & MS4A14 & MS4A5 & MS4A7","302"
"chr11",14246099,7.87392,"RRAS2 & SPON1","72"
"chr20",4352277,7.87265,"NONAME","22"
"chr5",180026672,7.8724,"CNOT6 & FLT4 & LINC02222 & SCGB3A1","901"
"chr3",194779679,7.8724,"MIR3137 & XXYLT1 & XXYLT1-AS1 & XXYLT1-AS2","974"
"chr1",54804235,7.86812,"SSBP3 & SSBP3-AS1","275"
"chr6",46798735,7.86558,"ADGRF5 & ANKRD66 & LOC101926962 & MEP1A & PLA2G7","234"
"chr11",17422432,7.86558,"ABCC8 & KCNJ11 & NCR3LG1 & NUCB2 & USH1C","88"
"chr12",5879851,7.8651,"ANO2","30"
"chr2",16061704,7.86465,"MYCN & MYCNOS & MYCNUT","81"
"chr12",5149533,7.85991,"KCNA5","26"
"chr5",65598090,7.85961,"LINC02065","328"
"chr2",197080981,7.85961,"HECW2 & HECW2-AS1 & STK17B","986"
"chr15",32104906,7.85961,"OTUD7A","161"
"chr14",51734779,7.85961,"LINC00519 & LINC00640 & TMX1","259"
"chr9",17770318,7.85763,"SH3GL2","89"
"chr7",45676342,7.85735,"ADCY1 & SEPT7P2","229"
"chr4",122276778,7.85191,"QRFPR","612"
"chr2",69003816,7.85191,"ARHGAP25 & BMP10","346"
"chr7",65502318,7.85021,"ASL & CRCP & GUSB & VKORC1L1","328"
"chr17",38068621,7.84963,"GSDMA & GSDMB & IKZF3 & LRRC3C & ORMDL3 & PSMD3 & ZPBP2","191"
"chr4",70633475,7.84716,"SULT1B1 & SULT1E1","354"
"chr5",168094455,7.84647,"LOC101927969 & PANK3 & SLIT3","841"
"chr7",37735900,7.84515,"GPR141","189"
"chr2",234332779,7.83564,"DGKD & SAG & USP40","1172"
"chr16",63756912,7.83378,"NONAME","319"
"chr2",7186246,7.83292,"LOC101929452 & RNF144A","36"
"chr7",15883380,7.82958,"NONAME","80"
"chr6",49360017,7.82795,"CENPQ & MMUT","247"
"chr9",5270603,7.82427,"INSL4 & INSL6 & PLGRKT & RLN1 & RLN2","27"
"chr2",61620259,7.82284,"SNORA70B & USP34 & XPO1","309"
"chr5",147418887,7.82129,"SPINK5","738"
"chr2",29287229,7.82129,"CLIP4 & PCARE & TOGARAM2","147"
"chr12",125318253,7.82129,"MIR5188 & SCARB1 & UBC","627"
"chr9",26310280,7.81699,"NONAME","132"
"chr4",33158945,7.81699,"NONAME","166"
"chr13",83862465,7.81699,"NONAME","420"
"chr1",200025166,7.81699,"NR5A2","1001"
"chr6",45844697,7.81325,"CLIC5","230"
"chr5",141053121,7.81073,"ARAP3 & DIAPH1 & FCHSD1 & HDAC3 & RELL2","706"
"chr18",45591174,7.81073,"ZBTB7C","228"
"chr14",80052037,7.80865,"NRXN3","401"
"chr10",98526887,7.80816,"LCOR & LOC102723665 & MIR607 & PIK3AP1","493"
"chr5",16247713,7.80643,"LOC401176 & MARCH11","82"
"chr13",39736759,7.80006,"NONAME","199"
"chr9",28226430,7.79894,"LINGO2","142"
"chr4",181543836,7.79894,"NONAME","908"
"chr7",141751710,7.79746,"MGAM & MGAM2 & TAS2R38","709"
"chr5",155028382,7.79692,"NONAME","776"
"chr15",42372205,7.79692,"PLA2G4D & PLA2G4E & PLA2G4E-AS1 & PLA2G4F & VPS39","212"
"chr13",89258612,7.79692,"LINC00433 & LINC00560","447"
"chr11",79901942,7.79362,"NONAME","400"
"chr18",42732346,7.79295,"SETBP1 & SLC14A2","214"
"chr11",643736,7.79295,"CDHR5 & DEAF1 & DRD4 & EPS8L2 & IRF7 & LMNTD2 & LOC143666 & LOC692247 & LRRC56 & MIR210 & MIR210HG & PHRF1 & RASSF7 & SCT & TMEM80","4"
"chr11",104891727,7.79295,"CARD16 & CARD17 & CASP1 & CASP1P2 & CASP4 & CASP5","525"
"chr4",113976118,7.78946,"ANK2 & MIR1243 & MIR8082","570"
"chr10",63638766,7.78946,"ARID5B","319"
"chr10",106752738,7.78726,"SORCS3","534"
"chr2",181254425,7.78557,"NONAME","907"
"chr12",12909757,7.78557,"APOLD1 & CDKN1B & DDX47 & GPR19 & MIR613","65"
"chr5",103076390,7.78467,"NONAME","516"
"chr12",20587192,7.78265,"PDE3A","103"
"chr1",30399109,7.78265,"LINC01648","152"
"chr10",95118257,7.78195,"MYOF","476"
"chr8",10582523,7.77893,"C8orf74 & LOC102723313 & MIR4286 & PINX1 & RP1L1 & SOX7","53"
"chr1",193149754,7.77893,"B3GALT2 & CDC73 & GLRX2 & MIR1278 & RO60","966"
"chr4",140823696,7.77736,"MAML3","705"
"chr2",98477103,7.77736,"TMEM131","493"
"chr2",170744805,7.77736,"METTL5 & SNORD3K & SSB & UBR3","854"
"chr8",65054822,7.77698,"LOC102724623","326"
"chr4",79351738,7.77609,"FRAS1","397"
"chr7",94032105,7.77433,"COL1A2 & COL1A2-AS1","471"
"chr2",88791232,7.77012,"EIF2AK3 & FOXI3 & LOC101928371 & TEX37","444"
"chr12",124842324,7.77012,"MIR6880 & NCOR2 & RFLNA & ZNF664-RFLNA","625"
"chr3",189647362,7.76667,"MIR944 & P3H2 & TP63","949"
"chr9",15202815,7.76392,"TTC39B","77"
"chr7",6061710,7.76348,"AIMP2 & ANKRD61 & CCZ1 & EIF2AK1 & PMS2 & RSPH10B & RSPH10B2 & SNORA80D & USP42","31"
"chr14",84013732,7.76348,"NONAME","421"
"chr10",56466738,7.76348,"LOC105378311 & MIR548F1 & PCDH15","283"
"chr1",48513029,7.76348,"SKINT1L & TRABD2B","243"
"chr4",186581606,7.76248,"SORBS2","933"
"chr16",26206995,7.76248,"HS3ST4","132"
"chr2",38073608,7.76237,"LINC00211 & RMDN2","191"
"chr5",8231962,7.75697,"NONAME","42"
"chr6",111796914,7.75684,"REV3L & TRAF3IP2 & TRAF3IP2-AS1","559"
"chr3",24509244,7.75016,"THRB & THRB-AS1","123"
"chr7",125734670,7.75004,"NONAME","629"
"chr6",162133898,7.75004,"PRKN","811"
"chr2",57210959,7.74938,"NONAME","287"
"chr3",24015140,7.74845,"NKIRAS1 & NR1D2 & RPL15 & UBE2E1","121"
"chr15",101107962,7.74718,"ASB7 & CERS3 & LINS1 & LOC102723335 & PRKXP1","506"
"chr6",71985684,7.74379,"OGFRL1","360"
"chr17",48001823,7.74379,"DLX3 & DLX4 & FLJ45513 & KAT7 & TAC4","241"
"chr10",124504813,7.74379,"C10orf120 & CUZD1 & DMBT1P1 & FAM24B-CUZD1 & LOC112577516","623"
"chr5",154997555,7.73917,"NONAME","775"
"chr3",106719320,7.73372,"NONAME","534"
"chr2",35849641,7.73372,"NONAME","180"
"chr17",16243570,7.73372,"CENPV & MIR1288 & PIGL & SNHG29 & SNORD49A & SNORD49B & TRPV2 & UBB","82"
"chr22",42901660,7.73175,"NFAM1 & POLDIP3 & RRP7A & RRP7BP & SERHL & SERHL2","215"
"chr6",3958780,7.72939,"PRPF4B","20"
"chr8",57282070,7.72892,"LOC101929415 & PENK & SDR16C5 & SDR16C6P","287"
"chr19",29218429,7.72892,"LOC100420587","147"
"chr22",20929286,7.72514,"KLHL22 & MED15","105"
"chr8",107898771,7.7198,"NONAME","540"
"chr4",178160789,7.7198,"NEIL3","891"
"chr15",79340044,7.71968,"LOC100129540 & RASGRF1","397"
"chr13",97824171,7.71968,"LINC00456 & MBNL2","490"
"chr10",108189394,7.71968,"NONAME","541"
"chr1",241813525,7.71968,"CHML & KMO & OPN3 & WDR64","1210"
"chr1",220596030,7.71745,"NONAME","1103"
"chr10",82761220,7.7134,"NONAME","414"
"chr5",173038618,7.71329,"BOD1 & LINC01484 & LINC01942 & LOC285593","866"
"chr5",151910821,7.7131,"LINC01470","760"
"chr2",73188750,7.71127,"EMX1 & SFXN5 & SPR","366"
"chr2",72508787,7.71127,"EXOC6B","363"
"chr7",12363172,7.70987,"TMEM106B & VWDE","62"
"chr3",83329109,7.70987,"NONAME","417"
"chr20",12743663,7.70987,"NONAME","64"
"chr8",102018387,7.70915,"FLJ42969 & YWHAZ","511"
"chr5",80619727,7.70915,"ACOT12 & CKMT2 & CKMT2-AS1 & RASGRF2 & RNU5D-1 & RNU5E-1 & SSBP2 & ZCCHC9","404"
"chr6",119528356,7.70616,"FAM184A & MAN1A1","598"
"chr2",102728729,7.70616,"IL1R1 & IL1R2 & IL1RL2","514"
"chr20",6692529,7.70445,"BMP2 & LINC01713","34"
"chr2",60867148,7.70187,"BCL11A","305"
"chr11",42415110,7.70187,"NONAME","213"
"chr7",150209636,7.69827,"GIMAP4 & GIMAP7 & GIMAP8 & LINC00996","752"
"chr10",47607481,7.69827,"ANTXRL & ANTXRLP1","239"
"chr17",33823254,7.69756,"AP2B1 & LINC02001 & LOC107985033 & PEX12 & SLFN12 & SLFN12L & SLFN13 & SLFN14 & SNORD7","170"
"chr11",43659648,7.69681,"HSD17B12 & MIR129-2 & MIR670 & MIR670HG","219"
"chr20",43060137,7.69625,"HNF4A & HNF4A-AS1 & LINC01430 & LINC01620 & MIR3646 & R3HDML & SERINC3 & TTPAL","216"
"chr1",57724105,7.69573,"DAB1","289"
"chr13",24490504,7.69499,"ANKRD20A19P & C1QTNF9B & MIPEP & PCOTH & SPATA13","123"
"chr20",50736173,7.68818,"ZFP64","254"
"chr19",12012451,7.68818,"ZNF433-AS1 & ZNF439 & ZNF440 & ZNF491 & ZNF69 & ZNF700 & ZNF763","61"
"chr14",34447021,7.68818,"EGLN3","173"
"chr8",128575522,7.68739,"CASC8","643"
"chr17",36805054,7.68614,"CISD3 & EPOP & LOC105371763 & MIR4726 & MIR4734 & MLLT6 & PCGF2 & SRCIN1","185"
"chr11",65564786,7.68448,"AP5B1 & CCDC85B & CFL1 & CTSW & EFEMP2 & FIBP & FOSL1 & KAT5 & MIR1234 & MUS81 & OVOL1 & OVOL1-AS1 & RNASEH2C & SNX32","328"
"chr7",30060604,7.68025,"FKBP14 & PLEKHA8 & SCRN1","151"
"chr9",24765416,7.67949,"NONAME","124"
"chr9",128828433,7.67949,"PBX3","645"
"chr21",41853285,7.67949,"DSCAM & DSCAM-AS1","210"
"chr13",110340104,7.67459,"IRS2 & LINC00676","552"
"chr7",2960484,7.67446,"CARD11 & GNA12","15"
"chr16",63556466,7.66903,"NONAME","318"
"chr14",36165604,7.66903,"RALGAPA1 & RALGAPA1P1 & SNORA101B","181"
"chr5",66086821,7.66871,"MAST4","331"
"chr3",119289841,7.66687,"ADPRH & CD80 & COX17 & PLA1A & POGLUT1 & POPDC2 & TIMMDC1","597"
"chr4",68179291,7.66447,"NONAME","341"
"chr7",80134032,7.66222,"CD36 & GNAT3","401"
"chr12",120637199,7.66222,"GCN1 & MIR4498 & PXN & PXN-AS1 & RAB35 & RPLP0","604"
"chr16",55923078,7.65821,"CES1 & CES5A","280"
"chr13",110847190,7.65729,"COL4A1 & LOC105370361","555"
"chr4",4258510,7.65677,"LYAR & OTOP1 & TMEM128 & ZBTB49","22"
"chr2",15967154,7.65467,"MYCNUT","80"
"chr17",26383960,7.65467,"LINC01992 & NLK","132"
"chr12",123932903,7.65185,"KMT5A & LOC112268105 & MIR3908 & MIR8072 & RILPL1 & RILPL2 & SBNO1 & SNRNP35","620"
"chr18",44918564,7.64945,"MIR4527 & MIR4527HG","225"
"chr7",39247782,7.64932,"POU6F2","197"
"chr4",80254085,7.64932,"GK2 & LINC01088 & NAA11","402"
"chr3",111579313,7.64932,"PHLDB2 & PLCXD2","558"
"chr2",123228402,7.64932,"NONAME","617"
"chr4",137673685,7.64663,"LINC02511","689"
"chr11",64105777,7.64663,"BAD & CATSPERZ & CCDC88B & ESRRA & FKBP2 & GPR137 & KCNK4 & KCNK4-TEX40 & LOC105369340 & MIR1237 & MIR7155 & PLCB3 & PPP1R14B & PRDX5 & RPS6KA4 & TRMT112 & VEGFB","321"
"chr8",9207630,7.64384,"LOC157273","47"
"chr2",129426740,7.64315,"NONAME","648"
"chr5",131863751,7.64155,"C5orf56 & IL5 & IRF1 & RAD50","660"
"chr5",3598220,7.64106,"IRX1 & LINC01017 & LINC01019","18"
"chr2",19682919,7.63985,"NONAME","99"
"chr16",17343618,7.63868,"XYLT1","87"
"chr4",58028672,7.63614,"IGFBP7 & IGFBP7-AS1","291"
"chr7",70262553,7.63551,"AUTS2","352"
"chr6",68849351,7.63421,"LINC02549 & LOC102723883","345"
"chr9",32162544,7.6339,"NONAME","161"
"chr15",100878284,7.6339,"ADAMTS17 & CERS3 & CERS3-AS1 & SPATA41","505"
"chr8",72026865,7.63084,"EYA1","361"
"chr5",134582807,7.63084,"C5orf66 & C5orf66-AS2 & H2AFY","673"
"chr4",33253388,7.63084,"NONAME","167"
"chr12",101468966,7.63084,"ANO4 & SLC5A8","508"
"chr11",129893908,7.63084,"APLP2 & LINC00167 & PRDM10","650"
"chr7",81278462,7.62789,"HGF & LOC100128317 & LOC105369146","407"
"chr4",74290998,7.62096,"AFM & AFP & ALB & LINC02499","372"
"chr4",131034572,7.61723,"NONAME","656"
"chr3",144166068,7.61723,"NONAME","721"
"chr11",28971025,7.61723,"NONAME","145"
"chr8",30872989,7.61589,"PURG & WRN","155"
"chr20",13740632,7.61589,"ESF1 & NDUFAF5 & SEL1L2","69"
"chr6",147951917,7.61544,"SAMD5","740"
"chr3",15200364,7.61489,"CAPN7 & COL6A4P1 & MRPS25 & RBSN & SH3BP5 & SH3BP5-AS1","77"
"chr12",30385129,7.61489,"NONAME","152"
"chr9",13783003,7.61242,"NONAME","69"
"chr1",35191252,7.60929,"GJA4 & GJB3 & GJB4 & GJB5 & MIR552","176"
"chr12",544113,7.60911,"B4GALNT3 & CCDC77 & KDM5A","3"
"chr4",63086119,7.60905,"ADGRL3-AS1","316"
"chr12",27737058,7.60905,"PPFIBP1 & SMCO2","139"
"chr10",68009302,7.6082,"CTNNA3","341"
"chr8",90391904,7.6072,"NONAME","452"
"chr13",107452470,7.6072,"NONAME","538"
"chr6",160260380,7.60609,"ACAT2 & MAS1 & MRPL18 & PNLDC1 & SNORA20 & SNORA29 & SOD2 & SOD2-OT1 & TCP1 & WTAP","802"
"chr6",163964484,7.60397,"QKI","820"
"chr18",20855853,7.60192,"CABLES1 & TMEM241","105"
"chr2",218099805,7.59966,"DIRC3 & DIRC3-AS1","1091"
"chr3",20041386,7.59899,"EFHB & KAT2B & PP2D1 & RAB5A","101"
"chr7",37297850,7.59897,"ELMO1","187"
"chr4",130250671,7.59864,"NONAME","652"
"chr17",27655839,7.59053,"CRYBA1 & MIR4523 & NUFIP2 & TAOK1","139"
"chr6",54857836,7.58881,"FAM83B","275"
"chr22",44476774,7.58881,"PARVB & PARVG & SAMM50","223"
"chr2",85390441,7.58881,"LINC01964 & LOC102724579 & TCF7L1 & TCF7L1-IT1","427"
"chr14",94680587,7.58881,"IFI27 & IFI27L2 & PPP4R4 & SERPINA10 & SERPINA6","474"
"chr2",211139922,7.58513,"ACADL & LANCL1-AS1 & MYL1","1056"
"chr16",5632390,7.58455,"LINC01570 & MIR8065","29"
"chr21",27602844,7.58428,"APP","139"
"chr2",202758705,7.58428,"CDK15","1014"
"chr12",47263007,7.58428,"SLC38A4","237"
"chr1",106984853,7.58428,"NONAME","535"
"chr6",16415733,7.5837,"ATXN1","83"
"chr11",11494468,7.58325,"GALNT18","58"
