ensembl_gene_id,chromosome_name,start_position,end_position,from_position,to_position,length
ENSG00000147059,X,57134530,57137625,chrX:57134530,chrX:57137625,3095
ENSG00000147251,X,118495898,118686163,chrX:118495898,chrX:118686163,190265
ENSG00000147535,8,38263130,38269243,chr8:38263130,chr8:38269243,6113
ENSG00000147649,8,97644184,97730260,chr8:97644184,chr8:97730260,86076
ENSG00000147852,9,2621787,2660056,chr9:2621787,chr9:2660056,38269
ENSG00000147896,9,27524314,27526498,chr9:27524314,chr9:27526498,2184
ENSG00000148158,9,112750760,112881671,chr9:112750760,chr9:112881671,130911
ENSG00000148229,9,113407235,113410675,chr9:113407235,chr9:113410675,3440
ENSG00000148334,9,128120693,128128462,chr9:128120693,chr9:128128462,7769
ENSG00000148343,9,129036621,129072082,chr9:129036621,chr9:129072082,35461
ENSG00000148396,9,136440096,136483759,chr9:136440096,chr9:136483759,43663
ENSG00000148600,10,84194537,84219621,chr10:84194537,chr10:84219621,25084
ENSG00000148737,10,112950247,113167678,chr10:112950247,chr10:113167678,217431
ENSG00000148848,10,126012381,126388455,chr10:126012381,chr10:126388455,376074
ENSG00000148935,11,22625509,22813055,chr11:22625509,chr11:22813055,187546
ENSG00000149150,11,57484534,57515780,chr11:57484534,chr11:57515780,31246
ENSG00000149231,11,96352769,96389956,chr11:96352769,chr11:96389956,37187
ENSG00000149483,11,61362344,61369509,chr11:61362344,chr11:61369509,7165
ENSG00000149532,11,61402641,61430031,chr11:61402641,chr11:61430031,27390
ENSG00000149781,11,64206678,64223886,chr11:64206678,chr11:64223886,17208
ENSG00000149782,11,64251523,64269150,chr11:64251523,chr11:64269150,17627
ENSG00000149798,11,65314866,65322417,chr11:65314866,chr11:65322417,7551
ENSG00000150768,11,112024814,112064390,chr11:112024814,chr11:112064390,39576
ENSG00000150991,12,124911604,124917368,chr12:124911604,chr12:124917368,5764
ENSG00000151806,4,44678420,44700928,chr4:44678420,chr4:44700928,22508
ENSG00000151893,10,118674167,118755249,chr10:118674167,chr10:118755249,81082
ENSG00000152102,2,131047876,131093460,chr2:131047876,chr2:131093460,45584
ENSG00000152284,2,85133392,85310387,chr2:85133392,chr2:85310387,176995
ENSG00000152332,1,162497251,162529631,chr1:162497251,chr1:162529631,32380
ENSG00000152382,1,166856510,166876264,chr1:166856510,chr1:166876264,19754
ENSG00000152409,5,79236131,79327211,chr5:79236131,chr5:79327211,91080
ENSG00000152475,19,58367618,58381030,chr19:58367618,chr19:58381030,13412
ENSG00000152763,1,66812885,66924856,chr1:66812885,chr1:66924856,111971
ENSG00000152942,5,69369293,69414801,chr5:69369293,chr5:69414801,45508
ENSG00000153391,18,35452230,35497991,chr18:35452230,chr18:35497991,45761
ENSG00000153487,13,110712736,110723339,chr13:110712736,chr13:110723339,10603
ENSG00000153574,2,88691673,88750929,chr2:88691673,chr2:88750929,59256
ENSG00000153774,16,75293698,75433503,chr16:75293698,chr16:75433503,139805
ENSG00000153786,16,84974181,85011535,chr16:84974181,chr16:85011535,37354
ENSG00000153815,16,81445170,81711762,chr16:81445170,chr16:81711762,266592
ENSG00000153832,2,229922302,230013119,chr2:229922302,chr2:230013119,90817
ENSG00000154144,11,124622836,124635926,chr11:124622836,chr11:124635926,13090
ENSG00000154174,3,100363431,100401089,chr3:100363431,chr3:100401089,37658
ENSG00000154188,8,107249482,107498055,chr8:107249482,chr8:107498055,248573
ENSG00000154370,1,228393673,228406835,chr1:228393673,chr1:228406835,13162
ENSG00000154727,21,25734570,25772460,chr21:25734570,chr21:25772460,37890
ENSG00000154856,18,10454635,10489949,chr18:10454635,chr18:10489949,35314
ENSG00000155115,6,110958706,110967890,chr6:110958706,chr6:110967890,9184
ENSG00000155729,2,200488958,200519784,chr2:200488958,chr2:200519784,30826
ENSG00000155792,8,119873717,120050918,chr8:119873717,chr8:120050918,177201
ENSG00000155876,9,19049427,19051025,chr9:19049427,chr9:19051025,1598
ENSG00000156042,10,73253759,73358859,chr10:73253759,chr10:73358859,105100
ENSG00000156162,8,94719703,94793836,chr8:94719703,chr8:94793836,74133
ENSG00000156599,11,57667747,57701182,chr11:57667747,chr11:57701182,33435
ENSG00000156709,X,130129362,130165887,chrX:130129362,chrX:130165887,36525
ENSG00000156831,8,125091679,125367120,chr8:125091679,chr8:125367120,275441
ENSG00000156990,3,9837849,9844602,chr3:9837849,chr3:9844602,6753
ENSG00000157350,16,70375977,70439237,chr16:70375977,chr16:70439237,63260
ENSG00000157353,16,70454595,70480274,chr16:70454595,chr16:70480274,25679
ENSG00000157404,4,54657918,54740715,chr4:54657918,chr4:54740715,82797
ENSG00000157538,21,37223420,37267919,chr21:37223420,chr21:37267919,44499
ENSG00000157554,21,38380027,38661780,chr21:38380027,chr21:38661780,281753
ENSG00000157741,7,139230356,139308236,chr7:139230356,chr7:139308236,77880
ENSG00000157827,2,152335174,152649826,chr2:152335174,chr2:152649826,314652
ENSG00000157869,4,13361354,13484365,chr4:13361354,chr4:13484365,123011
ENSG00000157916,1,2391775,2405442,chr1:2391775,chr1:2405442,13667
ENSG00000158023,12,121918592,122003927,chr12:121918592,chr12:122003927,85335
ENSG00000158050,2,96143169,96145440,chr2:96143169,chr2:96145440,2271
ENSG00000158062,1,26281328,26318363,chr1:26281328,chr1:26318363,37035
ENSG00000158427,X,103918896,103966712,chrX:103918896,chrX:103966712,47816
ENSG00000158859,1,161184302,161199054,chr1:161184302,chr1:161199054,14752
ENSG00000158887,1,161304735,161309972,chr1:161304735,chr1:161309972,5237
ENSG00000159202,17,48908407,48929056,chr17:48908407,chr17:48929056,20649
ENSG00000159256,21,36320189,36386148,chr21:36320189,chr21:36386148,65959
ENSG00000159263,21,36699115,36749917,chr21:36699115,chr21:36749917,50802
ENSG00000159335,12,6765516,6770952,chr12:6765516,chr12:6770952,5436
ENSG00000159674,4,1166932,1208962,chr4:1166932,chr4:1208962,42030
ENSG00000159784,7,143353400,143362770,chr7:143353400,chr7:143362770,9370
ENSG00000160072,1,1471765,1497848,chr1:1471765,chr1:1497848,26083
ENSG00000160111,19,16892947,17026815,chr19:16892947,chr19:17026815,133868
ENSG00000160191,21,42653621,42775509,chr21:42653621,chr21:42775509,121888
ENSG00000160200,21,43053191,43076943,chr21:43053191,chr21:43076943,23752
ENSG00000160208,21,43659560,43696079,chr21:43659560,chr21:43696079,36519
ENSG00000160633,19,5623035,5668478,chr19:5623035,chr19:5668478,45443
ENSG00000160678,1,153627926,153632039,chr1:153627926,chr1:153632039,4113
ENSG00000160710,1,154582057,154628013,chr1:154582057,chr1:154628013,45956
ENSG00000160714,1,154548577,154559028,chr1:154548577,chr1:154559028,10451
ENSG00000160746,3,43354859,43691594,chr3:43354859,chr3:43691594,336735
ENSG00000160888,19,13150411,13154911,chr19:13150411,chr19:13154911,4500
ENSG00000161911,6,41149342,41154337,chr6:41149342,chr6:41154337,4995
ENSG00000162104,16,3953387,4116442,chr16:3953387,chr16:4116442,163055
ENSG00000162139,11,74988279,75018893,chr11:74988279,chr11:75018893,30614
ENSG00000162373,1,48727519,48776969,chr1:48727519,chr1:48776969,49450
ENSG00000162441,1,9922113,9943407,chr1:9922113,chr1:9943407,21294
ENSG00000162511,1,30732469,30757774,chr1:30732469,chr1:30757774,25305
ENSG00000162739,1,160485030,160523262,chr1:160485030,chr1:160523262,38232
ENSG00000162775,1,110338506,110346681,chr1:110338506,chr1:110346681,8175
ENSG00000162944,2,197568224,197676045,chr2:197568224,chr2:197676045,107821
ENSG00000163032,2,17539126,17657018,chr2:17539126,chr2:17657018,117892
ENSG00000163082,2,222424543,222562621,chr2:222424543,chr2:222562621,138078
ENSG00000163138,4,20696282,20752907,chr4:20696282,chr4:20752907,56625
ENSG00000163293,4,47914142,48040173,chr4:47914142,chr4:48040173,126031
ENSG00000163319,4,83455932,83469735,chr4:83455932,chr4:83469735,13803
ENSG00000163328,2,174431571,174487094,chr2:174431571,chr2:174487094,55523
ENSG00000163430,3,120392293,120450993,chr3:120392293,chr3:120450993,58700
ENSG00000163462,1,155173787,155184971,chr1:155173787,chr1:155184971,11184
ENSG00000163513,3,30606601,30694142,chr3:30606601,chr3:30694142,87541
ENSG00000163521,2,219236598,219245478,chr2:219236598,chr2:219245478,8880
ENSG00000163563,1,158831351,158849506,chr1:158831351,chr1:158849506,18155
ENSG00000163596,2,202773150,202871985,chr2:202773150,chr2:202871985,98835
ENSG00000163687,3,58192257,58214697,chr3:58192257,chr3:58214697,22440
ENSG00000163702,3,9917074,9933630,chr3:9917074,chr3:9933630,16556
ENSG00000163807,3,44737661,44761619,chr3:44737661,chr3:44761619,23958
ENSG00000163808,3,44761721,44873376,chr3:44761721,chr3:44873376,111655
ENSG00000163812,3,44915257,44976185,chr3:44915257,chr3:44976185,60928
ENSG00000163872,3,183697797,183812624,chr3:183697797,chr3:183812624,114827
ENSG00000163874,1,37474580,37484377,chr1:37474580,chr1:37484377,9797
ENSG00000163947,3,56727418,57079329,chr3:56727418,chr3:57079329,351911
ENSG00000163964,3,196639775,196736007,chr3:196639775,chr3:196736007,96232
ENSG00000164022,4,106315544,106349456,chr4:106315544,chr4:106349456,33912
ENSG00000164023,4,107824563,107915047,chr4:107824563,chr4:107915047,90484
ENSG00000164037,4,102885048,103019719,chr4:102885048,chr4:103019719,134671
ENSG00000164054,3,48467798,48504826,chr3:48467798,chr3:48504826,37028
ENSG00000164061,3,49554477,49671549,chr3:49554477,chr3:49671549,117072
ENSG00000164091,3,52254434,52288020,chr3:52254434,chr3:52288020,33586
ENSG00000164109,4,120055623,120066858,chr4:120055623,chr4:120066858,11235
ENSG00000164125,4,158124474,158173318,chr4:158124474,chr4:158173318,48844
ENSG00000164167,4,146175703,146200000,chr4:146175703,chr4:146200000,24297
ENSG00000164241,5,127042558,127073492,chr5:127042558,chr5:127073492,30934
ENSG00000164403,5,132822141,132830898,chr5:132822141,chr5:132830898,8757
ENSG00000164535,7,6409126,6484190,chr7:6409126,chr7:6484190,75064
ENSG00000164574,5,154190730,154420984,chr5:154190730,chr5:154420984,230254
ENSG00000164663,6,41789896,41895361,chr6:41789896,chr6:41895361,105465
ENSG00000164741,8,13083361,13604610,chr8:13083361,chr8:13604610,521249
ENSG00000164849,7,1044546,1059261,chr7:1044546,chr7:1059261,14715
ENSG00000164855,7,1542235,1560821,chr7:1542235,chr7:1560821,18586
ENSG00000164896,7,151076593,151080866,chr7:151076593,chr7:151080866,4273
ENSG00000165025,9,90801787,90898549,chr9:90801787,chr9:90898549,96762
ENSG00000165028,9,104764129,104777764,chr9:104764129,chr9:104777764,13635
ENSG00000165322,10,31805398,31928876,chr10:31805398,chr10:31928876,123478
ENSG00000165512,10,45000923,45005326,chr10:45000923,chr10:45005326,4403
ENSG00000165527,14,49893082,49897054,chr14:49893082,chr14:49897054,3972
ENSG00000165609,10,12165330,12196144,chr10:12165330,chr10:12196144,30814
ENSG00000165644,10,75233641,75236030,chr10:75233641,chr10:75236030,2389
ENSG00000165660,10,124801819,124836667,chr10:124801819,chr10:124836667,34848
ENSG00000165804,14,21090077,21104722,chr14:21090077,chr14:21104722,14645
ENSG00000165879,10,97319271,97321915,chr10:97319271,chr10:97321915,2644
ENSG00000165997,10,18659431,18681639,chr10:18659431,chr10:18681639,22208
ENSG00000166123,16,46884362,46931289,chr16:46884362,chr16:46931289,46927
ENSG00000166136,10,100523740,100530000,chr10:100523740,chr10:100530000,6260
ENSG00000166200,15,49106068,49155661,chr15:49106068,chr15:49155661,49593
ENSG00000166263,17,54968727,55173632,chr17:54968727,chr17:55173632,204905
ENSG00000166321,10,73110375,73131828,chr10:73110375,chr10:73131828,21453
ENSG00000166471,11,9280654,9314636,chr11:9280654,chr11:9314636,33982
ENSG00000166619,20,37492472,37527931,chr20:37492472,chr20:37527931,35459
ENSG00000166788,11,18069935,18106087,chr11:18069935,chr11:18106087,36152
ENSG00000166793,11,57645087,57649944,chr11:57645087,chr11:57649944,4857
ENSG00000166847,16,23641466,23677472,chr16:23641466,chr16:23677472,36006
ENSG00000166887,15,42158701,42208316,chr15:42158701,chr15:42208316,49615
ENSG00000166908,12,57591174,57603418,chr12:57591174,chr12:57603418,12244
ENSG00000167077,22,41699503,41799456,chr22:41699503,chr22:41799456,99953
ENSG00000167202,15,77984036,78077724,chr15:77984036,chr15:78077724,93688
ENSG00000167216,18,46917492,47102243,chr18:46917492,chr18:47102243,184751
ENSG00000167325,11,4094707,4138932,chr11:4094707,chr11:4138932,44225
ENSG00000167562,19,52555457,52587174,chr19:52555457,chr19:52587174,31717
ENSG00000167565,19,40440844,40444335,chr19:40440844,chr19:40444335,3491
ENSG00000167670,19,4402640,4445018,chr19:4402640,chr19:4445018,42378
ENSG00000167797,11,67506497,67508649,chr11:67506497,chr11:67508649,2152
ENSG00000167815,19,12796820,12801800,chr19:12796820,chr19:12801800,4980
ENSG00000167895,17,78130770,78142968,chr17:78130770,chr17:78142968,12198
ENSG00000167981,16,3432414,3443504,chr16:3432414,chr16:3443504,11090
ENSG00000168056,11,65538805,65558930,chr11:65538805,chr11:65558930,20125
ENSG00000168101,16,4693694,4695859,chr16:4693694,chr16:4695859,2165
ENSG00000168175,14,55051647,55070194,chr14:55051647,chr14:55070194,18547
ENSG00000168214,4,26163455,26435131,chr4:26163455,chr4:26435131,271676
ENSG00000168300,8,51817575,51899186,chr8:51817575,chr8:51899186,81611
ENSG00000168769,4,105145875,105279816,chr4:105145875,chr4:105279816,133941
ENSG00000168906,2,85539168,85545281,chr2:85539168,chr2:85545281,6113
ENSG00000168955,2,227362038,227381995,chr2:227362038,chr2:227381995,19957
ENSG00000169016,2,11444375,11466177,chr2:11444375,chr2:11466177,21802
ENSG00000169299,4,37826660,37862937,chr4:37826660,chr4:37862937,36277
ENSG00000169432,2,166195185,166376001,chr2:166195185,chr2:166376001,180816
ENSG00000169499,8,38901235,38973912,chr8:38901235,chr8:38973912,72677
ENSG00000169715,16,56625475,56627112,chr16:56625475,chr16:56627112,1637
ENSG00000169740,10,43643860,43648881,chr10:43643860,chr10:43648881,5021
ENSG00000169896,16,31259967,31332892,chr16:31259967,chr16:31332892,72925
ENSG00000169957,16,30524004,30526821,chr16:30524004,chr16:30526821,2817
ENSG00000169962,1,1331280,1335314,chr1:1331280,chr1:1335314,4034
ENSG00000169981,3,44648732,44660791,chr3:44648732,chr3:44660791,12059
ENSG00000169991,1,18904280,18956676,chr1:18904280,chr1:18956676,52396
ENSG00000170271,5,154818492,154859252,chr5:154818492,chr5:154859252,40760
ENSG00000170468,14,73490933,73493394,chr14:73490933,chr14:73493394,2461
ENSG00000170540,16,18791669,18801572,chr16:18791669,chr16:18801572,9903
ENSG00000170852,7,32868172,32894131,chr7:32868172,chr7:32894131,25959
ENSG00000170889,19,54200809,54249003,chr19:54200809,chr19:54249003,48194
ENSG00000171067,11,68261338,68272001,chr11:68261338,chr11:68272001,10663
ENSG00000171132,2,45651345,46187990,chr2:45651345,chr2:46187990,536645
ENSG00000171475,17,40219304,40284136,chr17:40219304,chr17:40284136,64832
ENSG00000171566,4,154535005,154550400,chr4:154535005,chr4:154550400,15395
ENSG00000171596,2,231523187,231530445,chr2:231523187,chr2:231530445,7258
ENSG00000171621,1,9292894,9369532,chr1:9292894,chr1:9369532,76638
ENSG00000171840,12,564296,663779,chr12:564296,chr12:663779,99483
ENSG00000172009,19,2785503,2815807,chr19:2785503,chr19:2815807,30304
ENSG00000172113,3,48290722,48301685,chr3:48290722,chr3:48301685,10963
ENSG00000172164,8,120535745,120813273,chr8:120535745,chr8:120813273,277528
ENSG00000172215,3,45940933,45948351,chr3:45940933,chr3:45948351,7418
ENSG00000172260,1,71395943,72282539,chr1:71395943,chr1:72282539,886596
ENSG00000172273,11,119121580,119136059,chr11:119121580,chr11:119136059,14479
ENSG00000172340,3,67360460,67654614,chr3:67360460,chr3:67654614,294154
ENSG00000172500,11,65883741,65888539,chr11:65883741,chr11:65888539,4798
ENSG00000172534,X,153947557,153971818,chrX:153947557,chrX:153971818,24261
ENSG00000172543,11,65879837,65883741,chr11:65879837,chr11:65883741,3904
ENSG00000172578,3,183487551,183555706,chr3:183487551,chr3:183555706,68155
ENSG00000172613,11,67317871,67398410,chr11:67317871,chr11:67398410,80539
ENSG00000172771,3,129401321,129428651,chr3:129401321,chr3:129428651,27330
ENSG00000172824,16,66988589,67009758,chr16:66988589,chr16:67009758,21169
ENSG00000172939,3,38165089,38255484,chr3:38165089,chr3:38255484,90395
ENSG00000173120,11,67119263,67258082,chr11:67119263,chr11:67258082,138819
ENSG00000173175,3,123282296,123449758,chr3:123282296,chr3:123449758,167462
ENSG00000173208,12,39550033,39619803,chr12:39550033,chr12:39619803,69770
ENSG00000173421,3,49198428,49258106,chr3:49198428,chr3:49258106,59678
ENSG00000173442,11,65576046,65592650,chr11:65576046,chr11:65592650,16604
ENSG00000173588,12,94306449,94459988,chr12:94306449,chr12:94459988,153539
ENSG00000173599,11,66848417,66958386,chr11:66848417,chr11:66958386,109969
ENSG00000173801,17,41754604,41786931,chr17:41754604,chr17:41786931,32327
ENSG00000173812,17,41688885,41692668,chr17:41688885,chr17:41692668,3783
ENSG00000174038,9,35041095,35045986,chr9:35041095,chr9:35045986,4891
ENSG00000174151,1,109494052,109502932,chr1:109494052,chr1:109502932,8880
ENSG00000174173,3,101561868,101566446,chr3:101561868,chr3:101566446,4578
ENSG00000174292,17,7380534,7389774,chr17:7380534,chr17:7389774,9240
ENSG00000174705,5,172325000,172454525,chr5:172325000,chr5:172454525,129525
ENSG00000174788,19,7631611,7633719,chr19:7631611,chr19:7633719,2108
ENSG00000175274,11,44885903,44951306,chr11:44885903,chr11:44951306,65403
ENSG00000175376,11,65996545,66002176,chr11:65996545,chr11:66002176,5631
ENSG00000175390,11,7970251,8001862,chr11:7970251,chr11:8001862,31611
ENSG00000175414,5,176365487,176401865,chr5:176365487,chr5:176401865,36378
ENSG00000175567,11,73974672,73983246,chr11:73974672,chr11:73983246,8574
ENSG00000175764,9,121821928,122093606,chr9:121821928,chr9:122093606,271678
ENSG00000175894,21,44497893,44711572,chr21:44497893,chr21:44711572,213679
ENSG00000175920,4,3463306,3501473,chr4:3463306,chr4:3501473,38167
ENSG00000176058,9,137191617,137204193,chr9:137191617,chr9:137204193,12576
ENSG00000176444,1,155262868,155278491,chr1:155262868,chr1:155278491,15623
ENSG00000176463,15,91853708,92172435,chr15:91853708,chr15:92172435,318727
ENSG00000176595,8,1973677,2006936,chr8:1973677,chr8:2006936,33259
ENSG00000176749,17,32486993,32491253,chr17:32486993,chr17:32491253,4260
ENSG00000177150,18,13663347,13726663,chr18:13663347,chr18:13726663,63316
ENSG00000177432,4,88695913,88697829,chr4:88695913,chr4:88697829,1916
ENSG00000177600,11,809965,812880,chr11:809965,chr11:812880,2915
ENSG00000177613,10,51695486,51699595,chr10:51695486,chr10:51699595,4109
ENSG00000177685,11,826144,831991,chr11:826144,chr11:831991,5847
ENSG00000177688,6,149400262,149401278,chr6:149400262,chr6:149401278,1016
ENSG00000177733,5,137745651,137754363,chr5:137745651,chr5:137754363,8712
ENSG00000177917,2,152717893,152761253,chr2:152717893,chr2:152761253,43360
ENSG00000177971,15,75639085,75648706,chr15:75639085,chr15:75648706,9621
ENSG00000177989,22,50529710,50532580,chr22:50529710,chr22:50532580,2870
ENSG00000178015,5,95620087,95622142,chr5:95620087,chr5:95622142,2055
ENSG00000178074,2,199911293,199955935,chr2:199911293,chr2:199955935,44642
ENSG00000178115,15,30552078,30562501,chr15:30552078,chr15:30562501,10423
ENSG00000178202,11,108472112,108498384,chr11:108472112,chr11:108498384,26272
ENSG00000178338,5,178859953,178888122,chr5:178859953,chr5:178888122,28169
ENSG00000178445,9,6532464,6645783,chr9:6532464,chr9:6645783,113319
ENSG00000178502,17,41848518,41865423,chr17:41848518,chr17:41865423,16905
ENSG00000178921,17,8247618,8270491,chr17:8247618,chr17:8270491,22873
ENSG00000178982,19,38619082,38636955,chr19:38619082,chr19:38636955,17873
ENSG00000179023,1,18480982,18486126,chr1:18480982,chr1:18486126,5144
ENSG00000179029,17,8172457,8176399,chr17:8172457,chr17:8176399,3942
ENSG00000179361,15,74541177,74598131,chr15:74541177,chr15:74598131,56954
ENSG00000179387,4,140524168,140553770,chr4:140524168,chr4:140553770,29602
ENSG00000179528,2,74497517,74503316,chr2:74497517,chr2:74503316,5799
ENSG00000179833,2,64631621,64751005,chr2:64631621,chr2:64751005,119384
ENSG00000179869,7,48171458,48647497,chr7:48171458,chr7:48647497,476039
ENSG00000179934,3,39329709,39333680,chr3:39329709,chr3:39333680,3971
ENSG00000180370,3,196739857,196832647,chr3:196739857,chr3:196832647,92790
ENSG00000180376,3,56557161,56621837,chr3:56557161,chr3:56621837,64676
ENSG00000180596,6,26114873,26123926,chr6:26114873,chr6:26123926,9053
ENSG00000180787,17,5078467,5096374,chr17:5078467,chr17:5096374,17907
ENSG00000180855,19,12429706,12441021,chr19:12429706,chr19:12441021,11315
ENSG00000180891,17,57861243,57955412,chr17:57861243,chr17:57955412,94169
ENSG00000180901,17,75032575,75065889,chr17:75032575,chr17:75065889,33314
ENSG00000180979,15,42537820,42548802,chr15:42537820,chr15:42548802,10982
ENSG00000181016,7,112480853,112491062,chr7:112480853,chr7:112491062,10209
ENSG00000181274,10,97332497,97334729,chr10:97332497,chr10:97334729,2232
ENSG00000181404,9,14475,73865,chr9:14475,chr9:73865,59390
ENSG00000181472,6,151364115,151391559,chr6:151364115,chr6:151391559,27444
ENSG00000181652,7,151012209,151024499,chr7:151012209,chr7:151024499,12290
ENSG00000181894,19,58126248,58155110,chr19:58126248,chr19:58155110,28862
ENSG00000181896,19,19668796,19683509,chr19:19668796,chr19:19683509,14713
ENSG00000181938,16,58295080,58406144,chr16:58295080,chr16:58406144,111064
ENSG00000181963,11,4449295,4450361,chr11:4449295,chr11:4450361,1066
ENSG00000182054,15,90083045,90102504,chr15:90083045,chr15:90102504,19459
ENSG00000182578,5,150053291,150113372,chr5:150053291,chr5:150113372,60081
ENSG00000182752,9,116153791,116402321,chr9:116153791,chr9:116402321,248530
ENSG00000182831,16,9091644,9121635,chr16:9091644,chr16:9121635,29991
ENSG00000183172,22,42079691,42084284,chr22:42079691,chr22:42084284,4593
ENSG00000183426,16,14922802,14952060,chr16:14922802,chr16:14952060,29258
ENSG00000183484,14,105049395,105065445,chr14:105049395,chr14:105065445,16050
ENSG00000183496,15,82041778,82046119,chr15:82041778,chr15:82046119,4341
ENSG00000183570,21,45643694,45942454,chr21:45643694,chr21:45942454,298760
ENSG00000183617,19,3762682,3768575,chr19:3762682,chr19:3768575,5893
ENSG00000183943,X,3604340,3713649,chrX:3604340,chrX:3713649,109309
ENSG00000184221,21,33070141,33072413,chr21:33070141,chr21:33072413,2272
ENSG00000184226,13,66302834,67230445,chr13:66302834,chr13:67230445,927611
ENSG00000184860,16,81988855,82011481,chr16:81988855,chr16:82011481,22626
ENSG00000185043,15,90229975,90234047,chr15:90229975,chr15:90234047,4072
ENSG00000185163,12,132136594,132144319,chr12:132136594,chr12:132144319,7725
ENSG00000185432,12,50923472,50932510,chr12:50923472,chr12:50932510,9038
ENSG00000185619,4,705748,770640,chr4:705748,chr4:770640,64892
ENSG00000185722,17,4163821,4263995,chr17:4163821,chr17:4263995,100174
ENSG00000185803,8,144354135,144361272,chr8:144354135,chr8:144361272,7137
ENSG00000185808,21,37059170,37073170,chr21:37059170,chr21:37073170,14000
ENSG00000185838,22,19783223,19854939,chr22:19783223,chr22:19854939,71716
ENSG00000185905,16,29742463,29745990,chr16:29742463,chr16:29745990,3527
ENSG00000185933,10,103453387,103458888,chr10:103453387,chr10:103458888,5501
ENSG00000186074,17,74694311,74712978,chr17:74694311,chr17:74712978,18667
ENSG00000186111,19,3630183,3700479,chr19:3630183,chr19:3700479,70296
ENSG00000186352,4,185396021,185400628,chr4:185396021,chr4:185400628,4607
ENSG00000186399,15,30403740,30414162,chr15:30403740,chr15:30414162,10422
ENSG00000186407,17,74609885,74623738,chr17:74609885,chr17:74623738,13853
ENSG00000186431,19,54874235,54891420,chr19:54874235,chr19:54891420,17185
ENSG00000186638,9,34252381,34311371,chr9:34252381,chr9:34311371,58990
ENSG00000186642,11,72576141,72674591,chr11:72576141,chr11:72674591,98450
ENSG00000186814,18,35251058,35290245,chr18:35251058,chr18:35290245,39187
ENSG00000186815,12,113221050,113298585,chr12:113221050,chr12:113298585,77535
ENSG00000186854,2,84821650,84907008,chr2:84821650,chr2:84907008,85358
ENSG00000187193,16,56682470,56684196,chr16:56682470,chr16:56684196,1726
ENSG00000187244,19,44809071,44821421,chr19:44809071,chr19:44821421,12350
ENSG00000187510,12,92702843,92772455,chr12:92702843,chr12:92772455,69612
ENSG00000187630,14,23969874,24006408,chr14:23969874,chr14:24006408,36534
ENSG00000187837,6,26055787,26056428,chr6:26055787,chr6:26056428,641
ENSG00000188021,X,56563639,56567868,chrX:56563639,chrX:56567868,4229
ENSG00000188186,7,100148907,100155944,chr7:100148907,chr7:100155944,7037
ENSG00000188266,15,78507564,78537372,chr15:78507564,chr15:78537372,29808
ENSG00000188352,9,20658309,20995955,chr9:20658309,chr9:20995955,337646
ENSG00000188536,16,172876,173710,chr16:172876,chr16:173710,834
ENSG00000188549,15,40331452,40340967,chr15:40331452,chr15:40340967,9515
ENSG00000188735,12,121712752,121783001,chr12:121712752,chr12:121783001,70249
ENSG00000188878,17,75909574,75941140,chr17:75909574,chr17:75941140,31566
ENSG00000188917,X,101009346,101052116,chrX:101009346,chrX:101052116,42770
ENSG00000189068,19,54040825,54063953,chr19:54040825,chr19:54063953,23128
ENSG00000189129,10,80131682,80145359,chr10:80131682,chr10:80145359,13677
ENSG00000196074,20,59863564,59933655,chr20:59863564,chr20:59933655,70091
ENSG00000196139,10,5035354,5107686,chr10:5035354,chr10:5107686,72332
ENSG00000196169,17,74326210,74355820,chr17:74326210,chr17:74355820,29610
ENSG00000196182,1,36339624,36385896,chr1:36339624,chr1:36385896,46272
ENSG00000196363,9,134135365,134159968,chr9:134135365,chr9:134159968,24603
ENSG00000196428,3,150408335,150466431,chr3:150408335,chr3:150466431,58096
ENSG00000196517,1,43991500,44031467,chr1:43991500,chr1:44031467,39967
ENSG00000196562,20,47656348,47786616,chr20:47656348,chr20:47786616,130268
ENSG00000196642,9,136807943,136841187,chr9:136807943,chr9:136841187,33244
ENSG00000196937,7,121348878,121396364,chr7:121348878,chr7:121396364,47486
ENSG00000196981,3,122411846,122416062,chr3:122411846,chr3:122416062,4216
ENSG00000197021,X,149929527,149938700,chrX:149929527,chrX:149938700,9173
ENSG00000197043,5,151100706,151157785,chr5:151100706,chr5:151157785,57079
ENSG00000197054,19,11965037,11980617,chr19:11965037,chr19:11980617,15580
ENSG00000197062,6,28267010,28278224,chr6:28267010,chr6:28278224,11214
ENSG00000197077,22,24952730,25197448,chr22:24952730,chr22:25197448,244718
ENSG00000197093,7,100159244,100168617,chr7:100159244,chr7:100168617,9373
ENSG00000197153,6,27890382,27893106,chr6:27890382,chr6:27893106,2724
ENSG00000197226,5,179862066,179907859,chr5:179862066,chr5:179907859,45793
ENSG00000197272,16,28499362,28512051,chr16:28499362,chr16:28512051,12689
ENSG00000197321,10,29457338,29736781,chr10:29457338,chr10:29736781,279443
ENSG00000197619,19,51991332,52008230,chr19:51991332,chr19:52008230,16898
ENSG00000197756,2,216498825,216579180,chr2:216498825,chr2:216579180,80355
ENSG00000197780,1,109062486,109076003,chr1:109062486,chr1:109076003,13517
ENSG00000197816,9,97307304,97378751,chr9:97307304,chr9:97378751,71447
ENSG00000197948,5,141639302,141651418,chr5:141639302,chr5:141651418,12116
ENSG00000197993,7,142941114,142962363,chr7:142941114,chr7:142962363,21249
ENSG00000198000,9,92297358,92325636,chr9:92297358,chr9:92325636,28278
